"peak_id","chr","start","end","width","replicate_count","gene","gene_id","annotation","distance_to_TSS","nearest_DMR_distance","has_overlapping_DMR","has_nearby_DMR_5kb","overlapping_DMR_logFC","overlapping_DMR_direction"
"TEAD1_peak_2753","chr13",98874178,98874450,273,2,"DOCK9","23348","Intron (ENST00000682017.1/23348, intron 27 of 52)",-13702,2177,FALSE,TRUE,NA,NA
"TEAD1_peak_2754","chr13",99150886,99151692,807,3,"UBAC2-AS1","100289373","Distal Intergenic",49001,53308,FALSE,FALSE,NA,NA
"TEAD1_peak_2755","chr13",99228906,99229192,287,2,"UBAC2","337867","Intron (ENST00000355700.9/337867, intron 1 of 4)",-15323,22905,FALSE,FALSE,NA,NA
"TEAD1_peak_2756","chr13",99639203,99639382,180,2,"MIR4306","100422861","Intron (ENST00000376355.7/171425, intron 1 of 7)",-3677,7702,FALSE,FALSE,NA,NA
"TEAD1_peak_2757","chr13",100156876,100157147,272,3,"PCCA","5095","Intron (ENST00000376279.7/5095, intron 5 of 22)",7675,53853,FALSE,FALSE,NA,NA
"TEAD1_peak_2758","chr13",100668282,100668873,592,3,"TMTC4","84899","Promoter (1-2kb)",1862,53781,FALSE,FALSE,NA,NA
"TEAD1_peak_2759","chr13",100808387,100808566,180,2,"NALCN-AS1","100885778","Intron (ENST00000457843.1/100885778, intron 2 of 7)",100062,193886,FALSE,FALSE,NA,NA
"TEAD1_peak_2760","chr13",100825794,100826000,207,2,"LINC00411","100874161","Intron (ENST00000457843.1/100885778, intron 2 of 7)",115023,211293,FALSE,FALSE,NA,NA
"TEAD1_peak_2761","chr13",101450194,101450666,473,3,"ITGBL1","9358","Promoter (1-2kb)",-1927,287193,FALSE,FALSE,NA,NA
"TEAD1_peak_2762","chr13",101455760,101456281,522,3,"ITGBL1","9358","Intron (ENST00000618057.4/9358, intron 2 of 9)",3085,292759,FALSE,FALSE,NA,NA
"TEAD1_peak_2763","chr13",101876042,101876319,278,3,"FGF14","2259","Promoter (<=1kb)",-748,30541,FALSE,FALSE,NA,NA
"TEAD1_peak_2764","chr13",102826159,102826341,183,2,"BIVM","54841","Intron (ENST00000639435.1/100533467, intron 7 of 24)",5772,50158,FALSE,FALSE,NA,NA
"TEAD1_peak_2765","chr13",103282692,103282930,239,3,"LOC105370339","105370339","Distal Intergenic",-60730,506691,FALSE,FALSE,NA,NA
"TEAD1_peak_2766","chr13",103351031,103351262,232,2,"LOC105370339","105370339","Intron (ENST00000648788.1/105370339, intron 1 of 2)",7371,575030,FALSE,FALSE,NA,NA
"TEAD1_peak_2767","chr13",104106781,104107106,326,3,"LOC105370340","105370340","Distal Intergenic",-18824,1330780,FALSE,FALSE,NA,NA
"TEAD1_peak_2768","chr13",105443077,105443329,253,2,"DAOA","267012","Distal Intergenic",-22538,421171,FALSE,FALSE,NA,NA
"TEAD1_peak_2769","chr13",105590108,105590527,420,3,"DAOA-AS1","282706","Distal Intergenic",-84427,273973,FALSE,FALSE,NA,NA
"TEAD1_peak_2770","chr13",106100653,106100852,200,2,"LOC124903245","124903245","Distal Intergenic",-36584,175648,FALSE,FALSE,NA,NA
"TEAD1_peak_2771","chr13",106103982,106104716,735,3,"LOC124903245","124903245","Distal Intergenic",-39913,171784,FALSE,FALSE,NA,NA
"TEAD1_peak_2772","chr13",106151256,106151770,515,3,"LOC124903245","124903245","Distal Intergenic",-87187,124730,FALSE,FALSE,NA,NA
"TEAD1_peak_2773","chr13",106156378,106156704,327,2,"LOC124903245","124903245","Distal Intergenic",-92309,119796,FALSE,FALSE,NA,NA
"TEAD1_peak_2774","chr13",106348042,106348282,241,2,"LOC107984626","107984626","Intron (ENST00000669705.1/107984626, intron 1 of 2)",22800,71041,FALSE,FALSE,NA,NA
"TEAD1_peak_2775","chr13",106372355,106372690,336,2,"LOC107984626","107984626","Promoter (1-2kb)",-1273,95354,FALSE,FALSE,NA,NA
"TEAD1_peak_2776","chr13",109156476,109156681,206,2,"MYO16-AS1","100885782","Intron (ENST00000356711.7/23026, intron 32 of 34)",44802,252319,FALSE,FALSE,NA,NA
"TEAD1_peak_2777","chr13",109181018,109181407,390,3,"MYO16-AS1","100885782","Intron (ENST00000356711.7/23026, intron 34 of 34)",20076,227593,FALSE,FALSE,NA,NA
"TEAD1_peak_2778","chr13",109243408,109243870,463,3,"LINC00370","105370357","Distal Intergenic",-28333,165130,FALSE,FALSE,NA,NA
"TEAD1_peak_2779","chr13",109256921,109257364,444,3,"LINC00370","105370357","Distal Intergenic",-14839,151636,FALSE,FALSE,NA,NA
"TEAD1_peak_2780","chr13",109264850,109265134,285,2,"LINC00370","105370357","Distal Intergenic",-7069,143866,FALSE,FALSE,NA,NA
"TEAD1_peak_2781","chr13",109272102,109272420,319,3,"LINC00370","105370357","Promoter (<=1kb)",0,136580,FALSE,FALSE,NA,NA
"TEAD1_peak_2782","chr13",109274250,109274412,163,2,"LOC130494219","130494219","Promoter (2-3kb)",2047,134588,FALSE,FALSE,NA,NA
"TEAD1_peak_2783","chr13",109297741,109297904,164,2,"LINC00370","105370357","Downstream (<=300bp)",15548,111096,FALSE,FALSE,NA,NA
"TEAD1_peak_2784","chr13",109381793,109382340,548,3,"LINC00399","104326054","Distal Intergenic",-18356,26660,FALSE,FALSE,NA,NA
"TEAD1_peak_2785","chr13",109384621,109384897,277,2,"LINC00399","104326054","Distal Intergenic",-15799,24103,FALSE,FALSE,NA,NA
"TEAD1_peak_2786","chr13",109389467,109389754,288,3,"LINC00399","104326054","Distal Intergenic",-10942,19246,FALSE,FALSE,NA,NA
"TEAD1_peak_2787","chr13",109816667,109817080,414,2,"IRS2","8660","Distal Intergenic",-30084,71666,FALSE,FALSE,NA,NA
"TEAD1_peak_2788","chr13",109840489,109840808,320,3,"IRS2","8660","Distal Intergenic",-53906,95488,FALSE,FALSE,NA,NA
"TEAD1_peak_2789","chr13",110012060,110012455,396,3,"LINC03082","101927646","Intron (ENST00000614099.1/101927646, intron 2 of 2)",30324,95545,FALSE,FALSE,NA,NA
"TEAD1_peak_2790","chr13",110017595,110017910,316,2,"LINC03082","101927646","Intron (ENST00000614099.1/101927646, intron 2 of 2)",24869,90090,FALSE,FALSE,NA,NA
"TEAD1_peak_2791","chr13",110092998,110093142,145,2,"LINC03082","101927646","Intron (ENST00000670698.1/101927646, intron 1 of 1)",-35667,14858,FALSE,FALSE,NA,NA
"TEAD1_peak_2792","chr13",110094842,110094981,140,2,"LINC03082","101927646","Intron (ENST00000670698.1/101927646, intron 1 of 1)",34155,13019,FALSE,FALSE,NA,NA
"TEAD1_peak_2793","chr13",110126442,110126929,488,3,"LINC03082","101927646","Promoter (2-3kb)",2207,17941,FALSE,FALSE,NA,NA
"TEAD1_peak_2794","chr13",110338754,110339021,268,3,"MIR8073","102465872","Promoter (1-2kb)",-1937,67979,FALSE,FALSE,NA,NA
"TEAD1_peak_2795","chr13",110347612,110348342,731,3,"MIR8073","102465872","Intron (ENST00000400163.8/1284, intron 3 of 47)",6654,58658,FALSE,FALSE,NA,NA
"TEAD1_peak_2796","chr13",110396859,110397118,260,2,"COL4A2","1284","Intron (ENST00000400163.8/1284, intron 4 of 47)",-32933,9882,FALSE,FALSE,NA,NA
"TEAD1_peak_2797","chr13",110419230,110419667,438,3,"COL4A2","1284","Intron (ENST00000400163.8/1284, intron 4 of 47)",-10384,11729,FALSE,FALSE,NA,NA
"TEAD1_peak_2798","chr13",110448342,110448580,239,2,"COL4A2","1284","3' UTR",-13442,39920,FALSE,FALSE,NA,NA
"TEAD1_peak_2799","chr13",110454242,110454569,328,3,"COL4A2","1284","Intron (ENST00000400163.8/1284, intron 20 of 47)",-7453,33931,FALSE,FALSE,NA,NA
"TEAD1_peak_2800","chr13",110559579,110559760,182,2,"RAB20","55647","Promoter (1-2kb)",1962,7578,FALSE,FALSE,NA,NA
"TEAD1_peak_2801","chr13",110908664,110908883,220,3,"ANKRD10","55608","Promoter (1-2kb)",1863,255163,FALSE,FALSE,NA,NA
"TEAD1_peak_2802","chr13",110916649,110917013,365,3,"ANKRD10","55608","Promoter (1-2kb)",-1580,263148,FALSE,FALSE,NA,NA
"TEAD1_peak_2803","chr13",110967208,110967565,358,3,"LINC00431","104355135","Promoter (1-2kb)",1504,216935,FALSE,FALSE,NA,NA
"TEAD1_peak_2804","chr13",112711830,112712014,185,2,"ATP11A","23250","Intron (ENST00000375645.8/23250, intron 1 of 29)",8543,73486,FALSE,FALSE,NA,NA
"TEAD1_peak_2805","chr13",113178219,113178587,369,3,"PCID2","55795","Promoter (<=1kb)",0,18218,FALSE,FALSE,NA,NA
"TEAD1_peak_2806","chr13",113849605,113849807,203,2,"GAS6","2621","Intron (ENST00000327773.7/2621, intron 2 of 14)",-13561,2604,FALSE,TRUE,NA,NA
"TEAD1_peak_2807","chr13",113897160,113897481,322,3,"LINC00452","643365","Promoter (2-3kb)",2057,40659,FALSE,FALSE,NA,NA
"TEAD1_peak_2808","chr13",114119062,114119438,377,3,"RASA3-IT1","100874321","Intron (ENST00000334062.8/22821, intron 1 of 23)",-10242,2061,FALSE,TRUE,NA,NA
"TEAD1_peak_2809","chr14",20613575,20613846,272,2,"RNASE11","122651","Distal Intergenic",-3691,231074,FALSE,FALSE,NA,NA
"TEAD1_peak_2810","chr14",21486737,21486908,172,2,"TOX4","9878","Promoter (1-2kb)",-1650,147236,FALSE,FALSE,NA,NA
"TEAD1_peak_2811","chr14",22448587,22448925,339,2,"TRD-AS1","105370401","Intron (ENST00000514473.2/105370401, intron 2 of 2)",-15784,13575,FALSE,FALSE,NA,NA
"TEAD1_peak_2812","chr14",22614305,22614567,263,3,"ABHD4","63874","Distal Intergenic",12638,4304,FALSE,TRUE,NA,NA
"TEAD1_peak_2813","chr14",22977727,22978060,334,2,"AJUBA","84962","Promoter (<=1kb)",0,1726,FALSE,TRUE,NA,NA
"TEAD1_peak_2814","chr14",23062138,23062311,174,2,"ACIN1","22985","Promoter (<=1kb)",459,11689,FALSE,FALSE,NA,NA
"TEAD1_peak_2815","chr14",23142244,23142529,286,2,"SLC7A8","23428","Intron (ENST00000339733.9/23428, intron 2 of 6)",-4033,67743,FALSE,FALSE,NA,NA
"TEAD1_peak_2816","chr14",24840302,24840494,193,3,"LOC124903294","124903294","Intron (ENST00000323944.10/29091, intron 4 of 5)",-20678,524301,FALSE,FALSE,NA,NA
"TEAD1_peak_2817","chr14",24845819,24846547,729,3,"LOC124903294","124903294","Intron (ENST00000323944.10/29091, intron 4 of 5)",-14625,529818,FALSE,FALSE,NA,NA
"TEAD1_peak_2818","chr14",24903338,24903606,269,3,"LOC124903294","124903294","Intron (ENST00000323944.10/29091, intron 2 of 5)",42166,587337,FALSE,FALSE,NA,NA
"TEAD1_peak_2819","chr14",25111222,25111489,268,2,"LINC02286","105370414","Distal Intergenic",34061,795221,FALSE,FALSE,NA,NA
"TEAD1_peak_2820","chr14",26842011,26842184,174,3,"LOC105370420","105370420","Promoter (1-2kb)",-1268,130010,FALSE,FALSE,NA,NA
"TEAD1_peak_2821","chr14",28577719,28578070,352,3,"LINC02300","105370422","Distal Intergenic",35553,739430,FALSE,FALSE,NA,NA
"TEAD1_peak_2822","chr14",28652913,28653157,245,2,"LINC02300","105370422","Distal Intergenic",-39290,664343,FALSE,FALSE,NA,NA
"TEAD1_peak_2823","chr14",28661358,28661852,495,3,"LINC02300","105370422","Distal Intergenic",-47735,655648,FALSE,FALSE,NA,NA
"TEAD1_peak_2824","chr14",28707798,28708140,343,2,"FOXG1-AS1","103695363","Distal Intergenic",22651,609360,FALSE,FALSE,NA,NA
"TEAD1_peak_2825","chr14",29652734,29653085,352,3,"PRKD1","5587","Promoter (2-3kb)",-2214,145733,FALSE,FALSE,NA,NA
"TEAD1_peak_2826","chr14",29736593,29737062,470,3,"PRKD1","5587","Intron (ENST00000331968.11/5587, intron 1 of 17)",-10919,172938,FALSE,FALSE,NA,NA
"TEAD1_peak_2827","chr14",29759829,29760275,447,3,"PRKD1","5587","Intron (ENST00000331968.11/5587, intron 1 of 17)",11176,149725,FALSE,FALSE,NA,NA
"TEAD1_peak_2828","chr14",29821291,29821963,673,3,"PRKD1","5587","Intron (ENST00000331968.11/5587, intron 1 of 17)",-49840,88037,FALSE,FALSE,NA,NA
"TEAD1_peak_2829","chr14",29865448,29865634,187,2,"PRKD1","5587","Intron (ENST00000331968.11/5587, intron 1 of 17)",62008,44366,FALSE,FALSE,NA,NA
"TEAD1_peak_2830","chr14",29927787,29927895,109,2,"PRKD1","5587","Promoter (<=1kb)",0,17286,FALSE,FALSE,NA,NA
"TEAD1_peak_2831","chr14",29930148,29930388,241,3,"LOC105370429","105370429","Promoter (1-2kb)",1703,19647,FALSE,FALSE,NA,NA
"TEAD1_peak_2832","chr14",30129888,30130172,285,3,"PRKD1","5587","Intron (ENST00000549503.1/5587, intron 2 of 5)",61726,219387,FALSE,FALSE,NA,NA
"TEAD1_peak_2833","chr14",30196017,30196397,381,3,"PRKD1","5587","Intron (ENST00000549360.1/ENST00000549360.1, intron 1 of 2)",-4119,285516,FALSE,FALSE,NA,NA
"TEAD1_peak_2834","chr14",30803105,30803337,233,2,"SCFD1","23256","Intron (ENST00000554665.1/ENST00000554665.1, intron 1 of 2)",68611,264163,FALSE,FALSE,NA,NA
"TEAD1_peak_2835","chr14",30803379,30803484,106,2,"SCFD1","23256","Intron (ENST00000554665.1/ENST00000554665.1, intron 1 of 2)",68885,264016,FALSE,FALSE,NA,NA
"TEAD1_peak_2836","chr14",31070568,31070689,122,2,"AP4S1","11154","Intron (ENST00000557346.6/11154, intron 3 of 5)",4272,2567,FALSE,TRUE,NA,NA
"TEAD1_peak_2837","chr14",31165757,31165941,185,2,"HECTD1","25831","Intron (ENST00000399332.6/25831, intron 10 of 42)",-28919,5756,FALSE,FALSE,NA,NA
"TEAD1_peak_2838","chr14",31263639,31263858,220,2,"HEATR5A","25938","Intron (ENST00000551799.1/ENST00000551799.1, intron 2 of 5)",33862,1142,FALSE,TRUE,NA,NA
"TEAD1_peak_2839","chr14",31991146,31991702,557,3,"LINC02313","105370439","Distal Intergenic",46293,101798,FALSE,FALSE,NA,NA
"TEAD1_peak_2840","chr14",32418028,32418416,389,3,"AKAP6","9472","Intron (ENST00000280979.9/9472, intron 1 of 13)",-14748,203027,FALSE,FALSE,NA,NA
"TEAD1_peak_2841","chr14",32472869,32473096,228,2,"AKAP6","9472","Promoter (<=1kb)",-661,257868,FALSE,FALSE,NA,NA
"TEAD1_peak_2842","chr14",32473492,32473821,330,2,"AKAP6","9472","Promoter (<=1kb)",0,258491,FALSE,FALSE,NA,NA
"TEAD1_peak_2843","chr14",32507673,32507874,202,2,"AKAP6","9472","Intron (ENST00000280979.9/9472, intron 2 of 13)",12601,292672,FALSE,FALSE,NA,NA
"TEAD1_peak_2844","chr14",32508438,32508612,175,2,"AKAP6","9472","Intron (ENST00000280979.9/9472, intron 2 of 13)",13366,293437,FALSE,FALSE,NA,NA
"TEAD1_peak_2845","chr14",32509854,32510015,162,2,"AKAP6","9472","Intron (ENST00000280979.9/9472, intron 2 of 13)",14782,294853,FALSE,FALSE,NA,NA
"TEAD1_peak_2846","chr14",32725096,32725318,223,3,"AKAP6","9472","Intron (ENST00000280979.9/9472, intron 9 of 13)",-7944,510095,FALSE,FALSE,NA,NA
"TEAD1_peak_2847","chr14",32933766,32934084,319,3,"NPAS3","64067","Promoter (<=1kb)",-312,423416,FALSE,FALSE,NA,NA
"TEAD1_peak_2848","chr14",32987034,32987360,327,3,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 1 of 10)",47717,370140,FALSE,FALSE,NA,NA
"TEAD1_peak_2849","chr14",33026974,33027487,514,3,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 1 of 10)",87657,330013,FALSE,FALSE,NA,NA
"TEAD1_peak_2850","chr14",33062694,33062879,186,2,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 1 of 10)",123377,294621,FALSE,FALSE,NA,NA
"TEAD1_peak_2851","chr14",33363602,33363794,193,2,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 2 of 10)",148290,2601,FALSE,TRUE,NA,NA
"TEAD1_peak_2852","chr14",33363814,33363881,68,2,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 2 of 10)",148502,2813,FALSE,TRUE,NA,NA
"TEAD1_peak_2853","chr14",33523210,33523403,194,3,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 3 of 10)",-36782,162209,FALSE,FALSE,NA,NA
"TEAD1_peak_2854","chr14",33606878,33607143,266,2,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 4 of 10)",46693,127357,FALSE,FALSE,NA,NA
"TEAD1_peak_2855","chr14",33679408,33680065,658,3,"NPAS3","64067","Intron (ENST00000551634.6/64067, intron 5 of 10)",-55149,54435,FALSE,FALSE,NA,NA
"TEAD1_peak_2856","chr14",34081801,34082058,258,2,"EGLN3-AS1","105370445","Intron (ENST00000487915.6/102724945, intron 4 of 5)",41704,205442,FALSE,FALSE,NA,NA
"TEAD1_peak_2857","chr14",34113002,34113615,614,3,"LOC102724945","102724945","Intron (ENST00000487915.6/102724945, intron 3 of 5)",16429,173885,FALSE,FALSE,NA,NA
"TEAD1_peak_2858","chr14",34214930,34215222,293,2,"LOC102724945","102724945","Intron (ENST00000487915.6/102724945, intron 1 of 5)",7655,72278,FALSE,FALSE,NA,NA
"TEAD1_peak_2859","chr14",34223285,34223975,691,3,"LOC102724945","102724945","Promoter (<=1kb)",-332,63525,FALSE,FALSE,NA,NA
"TEAD1_peak_2860","chr14",34650955,34651125,171,2,"SNX6","58533","Distal Intergenic",-20795,56954,FALSE,FALSE,NA,NA
"TEAD1_peak_2861","chr14",34700062,34700340,279,2,"CFL2","1073","Distal Intergenic",13426,72160,FALSE,FALSE,NA,NA
"TEAD1_peak_2862","chr14",35949988,35950270,283,2,"BRMS1L","84312","Exon (ENST00000548199.1/ENST00000548199.1, exon 1 of 2)",82211,118987,FALSE,FALSE,NA,NA
"TEAD1_peak_2863","chr14",36069048,36069267,220,2,"LINC00609","101101773","Promoter (1-2kb)",-1160,238047,FALSE,FALSE,NA,NA
"TEAD1_peak_2864","chr14",36422371,36422842,472,3,"SFTA3","253970","Intron (ENST00000634305.1/ENST00000634305.1, intron 2 of 3)",54786,17158,FALSE,FALSE,NA,NA
"TEAD1_peak_2865","chr14",36479013,36479194,182,2,"SFTA3","253970","Promoter (1-2kb)",-1047,38512,FALSE,FALSE,NA,NA
"TEAD1_peak_2866","chr14",36742044,36742118,75,2,"SLC25A21","89874","Intron (ENST00000331299.6/89874, intron 3 of 9)",-16365,73382,FALSE,FALSE,NA,NA
"TEAD1_peak_2867","chr14",36747446,36747614,169,2,"SLC25A21","89874","Intron (ENST00000331299.6/89874, intron 3 of 9)",12104,67886,FALSE,FALSE,NA,NA
"TEAD1_peak_2868","chr14",36982317,36982516,200,2,"MIR4503","100616280","Intron (ENST00000331299.6/89874, intron 1 of 9)",-29926,166316,FALSE,FALSE,NA,NA
"TEAD1_peak_2869","chr14",37117034,37117302,269,2,"SLC25A21-AS1","100129794","Intron (ENST00000331299.6/89874, intron 1 of 9)",-54586,301033,FALSE,FALSE,NA,NA
"TEAD1_peak_2870","chr14",37122253,37122540,288,3,"SLC25A21-AS1","100129794","Intron (ENST00000331299.6/89874, intron 1 of 9)",-49348,306252,FALSE,FALSE,NA,NA
"TEAD1_peak_2871","chr14",37142856,37143130,275,3,"SLC25A21-AS1","100129794","Intron (ENST00000331299.6/89874, intron 1 of 9)",-28758,326855,FALSE,FALSE,NA,NA
"TEAD1_peak_2872","chr14",37708538,37708849,312,2,"TTC6","319089","Intron (ENST00000553443.6/319089, intron 7 of 32)",-63534,441651,FALSE,FALSE,NA,NA
"TEAD1_peak_2873","chr14",38788305,38788544,240,2,"LINC00639","283547","Intron (ENST00000655593.1/283547, intron 2 of 8)",-25258,350956,FALSE,FALSE,NA,NA
"TEAD1_peak_2874","chr14",38951532,38951676,145,2,"LINC00639","283547","Distal Intergenic",-3259,187824,FALSE,FALSE,NA,NA
"TEAD1_peak_2875","chr14",45198684,45198849,166,2,"FANCM","57697","Promoter (1-2kb)",1956,38183,FALSE,FALSE,NA,NA
"TEAD1_peak_2876","chr14",45679901,45680136,236,3,"LINC02303","105370479","Distal Intergenic",34284,519400,FALSE,FALSE,NA,NA
"TEAD1_peak_2877","chr14",45786194,45786732,539,3,"LINC02303","105370479","Distal Intergenic",-70242,625693,FALSE,FALSE,NA,NA
"TEAD1_peak_2878","chr14",49852860,49853059,200,2,"NEMF","9147","Promoter (<=1kb)",-39,5359,FALSE,FALSE,NA,NA
"TEAD1_peak_2879","chr14",49975328,49976063,736,3,"MIR6076","102464828","Intron (ENST00000635379.1/196913, intron 10 of 11)",8929,52937,FALSE,FALSE,NA,NA
"TEAD1_peak_2880","chr14",50000764,50000948,185,2,"LINC01588","283551","Promoter (<=1kb)",340,28052,FALSE,FALSE,NA,NA
"TEAD1_peak_2881","chr14",50501699,50501994,296,3,"MAP4K5","11183","Intron (ENST00000682126.1/11183, intron 3 of 32)",3134,86198,FALSE,FALSE,NA,NA
"TEAD1_peak_2882","chr14",50677686,50677825,140,2,"SAV1","60485","Distal Intergenic",-9380,27175,FALSE,FALSE,NA,NA
"TEAD1_peak_2883","chr14",50920598,50920904,307,3,"PYGL","5836","Promoter (<=1kb)",624,56597,FALSE,FALSE,NA,NA
"TEAD1_peak_2884","chr14",50961775,50962097,323,2,"LOC400212","400212","Promoter (<=1kb)",0,92403,FALSE,FALSE,NA,NA
"TEAD1_peak_2885","chr14",51024238,51024600,363,3,"TRIM9","114088","Intron (ENST00000669299.1/ENST00000669299.1, intron 1 of 2)",-35862,29900,FALSE,FALSE,NA,NA
"TEAD1_peak_2886","chr14",51304598,51305436,839,3,"LINC00519","161342","Exon (ENST00000669155.1/161342, exon 3 of 3)",22950,46064,FALSE,FALSE,NA,NA
"TEAD1_peak_2887","chr14",51328110,51328387,278,2,"LINC00519","161342","Promoter (<=1kb)",0,23113,FALSE,FALSE,NA,NA
"TEAD1_peak_2888","chr14",51395604,51395839,236,2,"LINC02310","105370496","Promoter (1-2kb)",1296,43603,FALSE,FALSE,NA,NA
"TEAD1_peak_2889","chr14",51430011,51430199,189,2,"LINC02310","105370496","Intron (ENST00000697566.1/105370496, intron 1 of 4)",-32876,78010,FALSE,FALSE,NA,NA
"TEAD1_peak_2890","chr14",51430681,51431063,383,3,"LINC02310","105370496","Intron (ENST00000697566.1/105370496, intron 1 of 4)",-33546,78680,FALSE,FALSE,NA,NA
"TEAD1_peak_2891","chr14",51539420,51540064,645,3,"FRMD6","122786","Intron (ENST00000556137.5/122786, intron 2 of 3)",-14596,161936,FALSE,FALSE,NA,NA
"TEAD1_peak_2892","chr14",51930086,51930323,238,3,"LOC102723604","102723604","Intron (ENST00000553432.5/54331, intron 2 of 3)",-11515,227585,FALSE,FALSE,NA,NA
"TEAD1_peak_2893","chr14",52025456,52025569,114,2,"NID2","22795","Intron (ENST00000216286.10/22795, intron 12 of 21)",-5194,322955,FALSE,FALSE,NA,NA
"TEAD1_peak_2894","chr14",52124951,52125145,195,2,"LINC02319","105370498","Intron (ENST00000555852.1/105370498, intron 1 of 2)",4480,308855,FALSE,FALSE,NA,NA
"TEAD1_peak_2895","chr14",52369290,52369754,465,3,"PTGER2","5732","Distal Intergenic",54978,64246,FALSE,FALSE,NA,NA
"TEAD1_peak_2896","chr14",52458032,52458235,204,2,"TXNDC16","57544","Intron (ENST00000281741.9/57544, intron 16 of 20)",12439,23531,FALSE,FALSE,NA,NA
"TEAD1_peak_2897","chr14",52998589,52998864,276,2,"FERMT2","10979","Distal Intergenic",-46154,564088,FALSE,FALSE,NA,NA
"TEAD1_peak_2898","chr14",53011020,53011391,372,3,"DDHD1","80821","Distal Intergenic",49933,576519,FALSE,FALSE,NA,NA
"TEAD1_peak_2899","chr14",53022726,53023038,313,3,"DDHD1","80821","Distal Intergenic",38286,588225,FALSE,FALSE,NA,NA
"TEAD1_peak_2900","chr14",53032297,53032602,306,2,"DDHD1","80821","Distal Intergenic",28722,597796,FALSE,FALSE,NA,NA
"TEAD1_peak_2901","chr14",53369012,53369199,188,3,"LOC105370504","105370504","Promoter (<=1kb)",-182,594301,FALSE,FALSE,NA,NA
"TEAD1_peak_2902","chr14",53567371,53567598,228,3,"LOC105370504","105370504","Intron (ENST00000663444.1/105370504, intron 3 of 4)",56648,395902,FALSE,FALSE,NA,NA
"TEAD1_peak_2903","chr14",54252087,54252278,192,3,"CDKN3","1033","Distal Intergenic",-144571,223722,FALSE,FALSE,NA,NA
"TEAD1_peak_2904","chr14",54365073,54365258,186,2,"CDKN3","1033","Distal Intergenic",-31591,110742,FALSE,FALSE,NA,NA
"TEAD1_peak_2905","chr14",54403565,54403878,314,2,"CDKN3","1033","Intron (ENST00000555837.5/1033, intron 2 of 5)",3639,72122,FALSE,FALSE,NA,NA
"TEAD1_peak_2906","chr14",54652056,54652740,685,3,"SAMD4A","23034","Promoter (<=1kb)",0,114260,FALSE,FALSE,NA,NA
"TEAD1_peak_2907","chr14",54677310,54678024,715,3,"SAMD4A-AS1","729451","Intron (ENST00000554335.6/23034, intron 2 of 12)",9548,88976,FALSE,FALSE,NA,NA
"TEAD1_peak_2908","chr14",54686242,54686413,172,2,"SAMD4A-AS1","729451","Promoter (1-2kb)",1159,80587,FALSE,FALSE,NA,NA
"TEAD1_peak_2909","chr14",54686424,54686788,365,2,"SAMD4A-AS1","729451","Promoter (<=1kb)",784,80212,FALSE,FALSE,NA,NA
"TEAD1_peak_2910","chr14",54773348,54773724,377,3,"SAMD4A","23034","Promoter (1-2kb)",-1238,5847,FALSE,FALSE,NA,NA
"TEAD1_peak_2911","chr14",55102121,55102523,403,3,"LGALS3","3958","Distal Intergenic",-21587,15120,FALSE,FALSE,NA,NA
"TEAD1_peak_2912","chr14",55448245,55448447,203,2,"TBPL2","387332","Intron (ENST00000556755.1/387332, intron 1 of 3)",-7629,124744,FALSE,FALSE,NA,NA
"TEAD1_peak_2913","chr14",55557113,55557582,470,3,"KTN1","3895","Promoter (1-2kb)",-1490,233612,FALSE,FALSE,NA,NA
"TEAD1_peak_2914","chr14",55690182,55690255,74,2,"KTN1","3895","Intron (ENST00000554294.1/3895, intron 4 of 4)",10519,366681,FALSE,FALSE,NA,NA
"TEAD1_peak_2915","chr14",55699224,55699444,221,3,"KTN1","3895","Intron (ENST00000554294.1/3895, intron 4 of 4)",19561,375723,FALSE,FALSE,NA,NA
"TEAD1_peak_2916","chr14",55752878,55753194,317,2,"RPL13AP3","645683","Intron (ENST00000554458.1/ENST00000554458.1, intron 1 of 3)",-12983,418306,FALSE,FALSE,NA,NA
"TEAD1_peak_2917","chr14",55753221,55753356,136,2,"RPL13AP3","645683","Intron (ENST00000554458.1/ENST00000554458.1, intron 1 of 3)",-12821,418144,FALSE,FALSE,NA,NA
"TEAD1_peak_2918","chr14",55904143,55904356,214,2,"LOC102723670","102723670","Intron (ENST00000664335.1/102723670, intron 1 of 4)",7596,267144,FALSE,FALSE,NA,NA
"TEAD1_peak_2919","chr14",55957961,55958251,291,2,"LOC102723670","102723670","Promoter (1-2kb)",1478,213249,FALSE,FALSE,NA,NA
"TEAD1_peak_2920","chr14",56023679,56023984,306,3,"LOC102723670","102723670","Distal Intergenic",62494,147516,FALSE,FALSE,NA,NA
"TEAD1_peak_2921","chr14",56271956,56272231,276,3,"LINC02284","102723699","Intron (ENST00000559044.5/57161, intron 2 of 4)",-38649,99955,FALSE,FALSE,NA,NA
"TEAD1_peak_2922","chr14",58077902,58078361,460,3,"ARMH4","145407","Intron (ENST00000267485.7/145407, intron 5 of 7)",54770,8139,FALSE,FALSE,NA,NA
