"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","pathway_category","direction_ratio","direction_class"
"GO:0014855","striated muscle cell proliferation","23/2235","73/15151",0.315068493150685,2.1358401520027,4.04657728654607,0.000220131472965564,0.00575118262702825,0.00464895960449797,"ENSG00000080986/ENSG00000164442/ENSG00000170312/ENSG00000138685/ENSG00000151748/ENSG00000081189/ENSG00000096968/ENSG00000154188/ENSG00000082482/ENSG00000169946/ENSG00000144560/ENSG00000092969/ENSG00000168214/ENSG00000114030/ENSG00000178568/ENSG00000164690/ENSG00000137693/ENSG00000145794/ENSG00000207725/ENSG00000105971/ENSG00000197122/ENSG00000107779/ENSG00000207935",23,"proliferation",0.260869565217391,"Downregulated"
"GO:0010464","regulation of mesenchymal cell proliferation","13/2235","31/15151",0.419354838709677,2.84279425561088,4.27231103701299,0.000228883406087664,0.00592644533619845,0.00479063294508673,"ENSG00000147862/ENSG00000116132/ENSG00000131018/ENSG00000128052/ENSG00000115415/ENSG00000163513/ENSG00000185950/ENSG00000125398/ENSG00000136997/ENSG00000168036/ENSG00000164690/ENSG00000114251/ENSG00000107779",13,"proliferation",0.230769230769231,"Downregulated"
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","73/2235","333/15151",0.219219219219219,1.48608071158407,3.73092717033864,0.000255768412645862,0.00642189088028571,0.00519112558635074,"ENSG00000137801/ENSG00000142871/ENSG00000105855/ENSG00000153071/ENSG00000105974/ENSG00000150457/ENSG00000166147/ENSG00000137642/ENSG00000164692/ENSG00000138696/ENSG00000169554/ENSG00000152894/ENSG00000150938/ENSG00000128052/ENSG00000107984/ENSG00000163430/ENSG00000163513/ENSG00000164442/ENSG00000137573/ENSG00000157240/ENSG00000124479/ENSG00000166068/ENSG00000049323/ENSG00000119681/ENSG00000156535/ENSG00000062038/ENSG00000072401/ENSG00000138336/ENSG00000067141/ENSG00000134363/ENSG00000064393/ENSG00000174136/ENSG00000115170/ENSG00000082781/ENSG00000167941/ENSG00000134250/ENSG00000008196/ENSG00000168743/ENSG00000124813/ENSG00000166949/ENSG00000095951/ENSG00000168615/ENSG00000207971/ENSG00000171310/ENSG00000087095/ENSG00000144730/ENSG00000133104/ENSG00000182197/ENSG00000137575/ENSG00000122641/ENSG00000092969/ENSG00000134986/ENSG00000169398/ENSG00000183779/ENSG00000168610/ENSG00000198742/ENSG00000146197/ENSG00000168675/ENSG00000168214/ENSG00000241186/ENSG00000072415/ENSG00000101665/ENSG00000197415/ENSG00000114251/ENSG00000138829/ENSG00000105971/ENSG00000177606/ENSG00000141646/ENSG00000197122/ENSG00000107779/ENSG00000207935/ENSG00000147257/ENSG00000175387",73,"proliferation",0.342465753424658,"Mixed"
"GO:0055021","regulation of cardiac muscle tissue growth","19/2235","56/15151",0.339285714285714,2.30000798977309,4.05419410914819,0.000263051366026015,0.00655305003915879,0.00529714789009315,"ENSG00000187955/ENSG00000164442/ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000138685/ENSG00000151748/ENSG00000081189/ENSG00000114861/ENSG00000082482/ENSG00000169946/ENSG00000144560/ENSG00000168214/ENSG00000178568/ENSG00000117152/ENSG00000137693/ENSG00000207725/ENSG00000107779/ENSG00000207935",19,"proliferation",0.0526315789473684,"Downregulated"
"GO:0060736","prostate gland growth","7/2235","11/15151",0.636363636363636,4.31389058368924,4.57354158205648,0.000287335920516539,0.00706164550422003,0.00570827024969075,"ENSG00000169083/ENSG00000125398/ENSG00000114062/ENSG00000113494/ENSG00000181690/ENSG00000164690/ENSG00000091831",7,"proliferation",0.285714285714286,"Downregulated"
"GO:0010763","positive regulation of fibroblast migration","8/2235","14/15151",0.571428571428571,3.87369766698626,4.47472396356269,0.000288661901874065,0.00706429970831045,0.00571041577147273,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000107796/ENSG00000240583/ENSG00000169398/ENSG00000131016/ENSG00000171132",8,"migration",0.375,"Mixed"
"GO:0051893","regulation of focal adhesion assembly","20/2235","61/15151",0.327868852459016,2.22261341548392,3.98006822347037,0.000308127088799557,0.00741550670140014,0.00599431340254741,"ENSG00000137801/ENSG00000064042/ENSG00000044524/ENSG00000099250/ENSG00000128052/ENSG00000248905/ENSG00000144824/ENSG00000166949/ENSG00000149177/ENSG00000169756/ENSG00000197747/ENSG00000035403/ENSG00000169398/ENSG00000110880/ENSG00000184349/ENSG00000115109/ENSG00000047648/ENSG00000197122/ENSG00000164741/ENSG00000127603",20,"migration",0.3,"Mixed"
"GO:0010463","mesenchymal cell proliferation","15/2235","40/15151",0.375,2.54211409395973,4.06238388950429,0.000336601473316456,0.00788554785298253,0.00637427044232018,"ENSG00000147862/ENSG00000116132/ENSG00000131018/ENSG00000128052/ENSG00000115415/ENSG00000163513/ENSG00000140285/ENSG00000185950/ENSG00000125398/ENSG00000136997/ENSG00000168036/ENSG00000164690/ENSG00000114251/ENSG00000107779/ENSG00000147257",15,"proliferation",0.333333333333333,"Mixed"
"GO:0045446","endothelial cell differentiation","31/2235","113/15151",0.274336283185841,1.85971768525668,3.81576046677802,0.000337175149575805,0.00788554785298253,0.00637427044232018,"ENSG00000114019/ENSG00000130396/ENSG00000079385/ENSG00000136160/ENSG00000105976/ENSG00000182621/ENSG00000178878/ENSG00000099250/ENSG00000128052/ENSG00000163430/ENSG00000157240/ENSG00000124479/ENSG00000113448/ENSG00000159167/ENSG00000213694/ENSG00000115170/ENSG00000101384/ENSG00000137710/ENSG00000164251/ENSG00000170989/ENSG00000035403/ENSG00000182871/ENSG00000168036/ENSG00000233276/ENSG00000127314/ENSG00000107263/ENSG00000168214/ENSG00000109756/ENSG00000147065/ENSG00000107798/ENSG00000141646",31,"angiogenesis",0.290322580645161,"Downregulated"
"GO:0097191","extrinsic apoptotic signaling pathway","51/2235","216/15151",0.236111111111111,1.60059035545613,3.69814280791345,0.000346200585925317,0.00793661422279382,0.00641554986357961,"ENSG00000137801/ENSG00000105974/ENSG00000049130/ENSG00000112319/ENSG00000138696/ENSG00000137764/ENSG00000099250/ENSG00000064655/ENSG00000155792/ENSG00000091409/ENSG00000169083/ENSG00000144802/ENSG00000171951/ENSG00000162772/ENSG00000169372/ENSG00000134259/ENSG00000096968/ENSG00000115170/ENSG00000026103/ENSG00000145675/ENSG00000064012/ENSG00000166949/ENSG00000186153/ENSG00000148737/ENSG00000196730/ENSG00000181634/ENSG00000122641/ENSG00000180370/ENSG00000125726/ENSG00000092969/ENSG00000141682/ENSG00000233276/ENSG00000001084/ENSG00000171552/ENSG00000168811/ENSG00000092871/ENSG00000158161/ENSG00000137693/ENSG00000019549/ENSG00000207725/ENSG00000082701/ENSG00000138448/ENSG00000141646/ENSG00000151929/ENSG00000197122/ENSG00000106366/ENSG00000121858/ENSG00000115008/ENSG00000137275/ENSG00000082146/ENSG00000081237",51,"apoptosis",0.470588235294118,"Mixed"
"GO:0014912","negative regulation of smooth muscle cell migration","10/2235","21/15151",0.476190476190476,3.22808138915521,4.25013080480264,0.000353257542124817,0.00806651080442495,0.00652055156495621,"ENSG00000173334/ENSG00000146674/ENSG00000140416/ENSG00000145147/ENSG00000081189/ENSG00000120063/ENSG00000140526/ENSG00000106366/ENSG00000107779/ENSG00000207732",10,"migration",0.2,"Downregulated"
"GO:0033627","cell adhesion mediated by integrin","24/2235","80/15151",0.3,2.03369127516779,3.85607854211362,0.000370368464507411,0.00832611276799607,0.00673040041173403,"ENSG00000259207/ENSG00000105855/ENSG00000166147/ENSG00000162692/ENSG00000128567/ENSG00000091409/ENSG00000082781/ENSG00000169242/ENSG00000168743/ENSG00000168615/ENSG00000133789/ENSG00000198542/ENSG00000122861/ENSG00000156234/ENSG00000182197/ENSG00000092969/ENSG00000169398/ENSG00000019549/ENSG00000138448/ENSG00000197635/ENSG00000106366/ENSG00000141293/ENSG00000166086/ENSG00000137809",24,"migration",0.375,"Mixed"
"GO:0010761","fibroblast migration","18/2235","53/15151",0.339622641509434,2.30229200962391,3.95064186967955,0.000373575814737765,0.00836579044586501,0.00676247380143062,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000150347/ENSG00000169554/ENSG00000138685/ENSG00000107796/ENSG00000166224/ENSG00000107372/ENSG00000240583/ENSG00000169398/ENSG00000120063/ENSG00000131016/ENSG00000110880/ENSG00000092871/ENSG00000143398/ENSG00000157764/ENSG00000171132",18,"migration",0.333333333333333,"Mixed"
"GO:0046620","regulation of organ growth","26/2235","90/15151",0.288888888888889,1.9583693760875,3.79322269398572,0.000415401462382563,0.00892343882155136,0.00721324800566057,"ENSG00000150457/ENSG00000151718/ENSG00000187955/ENSG00000164442/ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000138685/ENSG00000151748/ENSG00000081189/ENSG00000114861/ENSG00000082482/ENSG00000176788/ENSG00000169946/ENSG00000144560/ENSG00000113645/ENSG00000139318/ENSG00000135346/ENSG00000168214/ENSG00000178568/ENSG00000004848/ENSG00000117152/ENSG00000137693/ENSG00000207725/ENSG00000107779/ENSG00000207935",26,"proliferation",0.153846153846154,"Downregulated"
"GO:0010634","positive regulation of epithelial cell migration","16/2235","45/15151",0.355555555555556,2.41030077056923,3.94116231891257,0.000435003279149593,0.00927580521716045,0.00749808283797325,"ENSG00000115353/ENSG00000163513/ENSG00000140285/ENSG00000147459/ENSG00000185950/ENSG00000168615/ENSG00000115310/ENSG00000125398/ENSG00000100644/ENSG00000092969/ENSG00000166974/ENSG00000169398/ENSG00000207725/ENSG00000115109/ENSG00000171132/ENSG00000197122",16,"migration",0.3125,"Mixed"
"GO:0055023","positive regulation of cardiac muscle tissue growth","12/2235","29/15151",0.413793103448276,2.80509141402453,4.04738618108124,0.000461128318752401,0.00972561545005065,0.00786168624583041,"ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000138685/ENSG00000081189/ENSG00000169946/ENSG00000168214/ENSG00000178568/ENSG00000137693/ENSG00000207725/ENSG00000107779/ENSG00000207935",12,"proliferation",0.0833333333333333,"Downregulated"
"GO:0060421","positive regulation of heart growth","13/2235","33/15151",0.393939393939394,2.67050369466477,3.99611798203742,0.000476969907254273,0.00988495995907917,0.00799049213389086,"ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000138685/ENSG00000081189/ENSG00000176788/ENSG00000169946/ENSG00000168214/ENSG00000178568/ENSG00000137693/ENSG00000207725/ENSG00000107779/ENSG00000207935",13,"proliferation",0.153846153846154,"Downregulated"
"GO:0022407","regulation of cell-cell adhesion","88/2235","425/15151",0.207058823529412,1.4036457428609,3.51102163329831,0.000482642377888214,0.00988495995907917,0.00799049213389086,"ENSG00000105974/ENSG00000135074/ENSG00000124253/ENSG00000162692/ENSG00000076641/ENSG00000049130/ENSG00000130396/ENSG00000134954/ENSG00000079385/ENSG00000111913/ENSG00000143507/ENSG00000137764/ENSG00000128567/ENSG00000136244/ENSG00000145868/ENSG00000135919/ENSG00000150782/ENSG00000171150/ENSG00000163513/ENSG00000144802/ENSG00000164442/ENSG00000060656/ENSG00000143322/ENSG00000177425/ENSG00000135046/ENSG00000104312/ENSG00000124766/ENSG00000108691/ENSG00000096968/ENSG00000168685/ENSG00000197646/ENSG00000107338/ENSG00000026508/ENSG00000186575/ENSG00000101384/ENSG00000137710/ENSG00000145555/ENSG00000075711/ENSG00000144452/ENSG00000117586/ENSG00000125347/ENSG00000139514/ENSG00000151150/ENSG00000197971/ENSG00000133789/ENSG00000138814/ENSG00000143195/ENSG00000156234/ENSG00000110080/ENSG00000162434/ENSG00000125726/ENSG00000104219/ENSG00000071051/ENSG00000169398/ENSG00000183779/ENSG00000125266/ENSG00000153310/ENSG00000049618/ENSG00000168811/ENSG00000117713/ENSG00000174564/ENSG00000166164/ENSG00000164690/ENSG00000198836/ENSG00000114423/ENSG00000101665/ENSG00000114251/ENSG00000080503/ENSG00000145794/ENSG00000184349/ENSG00000143772/ENSG00000207725/ENSG00000115109/ENSG00000102908/ENSG00000081181/ENSG00000039068/ENSG00000171855/ENSG00000197635/ENSG00000158092/ENSG00000189403/ENSG00000197122/ENSG00000102468/ENSG00000121879/ENSG00000115008/ENSG00000141293/ENSG00000109906/ENSG00000081237/ENSG00000106571",88,"migration",0.409090909090909,"Mixed"
"GO:0090497","mesenchymal cell migration","18/2235","54/15151",0.333333333333333,2.25965697240865,3.85731325166125,0.000484022177306635,0.00988495995907917,0.00799049213389086,"ENSG00000075223/ENSG00000092421/ENSG00000049130/ENSG00000115414/ENSG00000112902/ENSG00000136160/ENSG00000099250/ENSG00000170558/ENSG00000075213/ENSG00000078401/ENSG00000115170/ENSG00000122691/ENSG00000164093/ENSG00000100644/ENSG00000118257/ENSG00000178568/ENSG00000110880/ENSG00000164690",18,"migration",0.333333333333333,"Mixed"
"GO:0022409","positive regulation of cell-cell adhesion","62/2235","280/15151",0.221428571428571,1.50105784595717,3.52028526571902,0.000546843006236636,0.0109368601247327,0.00884079401008339,"ENSG00000105974/ENSG00000135074/ENSG00000124253/ENSG00000162692/ENSG00000049130/ENSG00000130396/ENSG00000134954/ENSG00000143507/ENSG00000128567/ENSG00000136244/ENSG00000145868/ENSG00000150782/ENSG00000171150/ENSG00000163513/ENSG00000144802/ENSG00000164442/ENSG00000060656/ENSG00000143322/ENSG00000135046/ENSG00000104312/ENSG00000124766/ENSG00000108691/ENSG00000096968/ENSG00000168685/ENSG00000197646/ENSG00000107338/ENSG00000026508/ENSG00000145555/ENSG00000117586/ENSG00000139514/ENSG00000151150/ENSG00000138814/ENSG00000156234/ENSG00000110080/ENSG00000162434/ENSG00000125726/ENSG00000071051/ENSG00000125266/ENSG00000153310/ENSG00000049618/ENSG00000168811/ENSG00000117713/ENSG00000166164/ENSG00000164690/ENSG00000198836/ENSG00000101665/ENSG00000114251/ENSG00000080503/ENSG00000145794/ENSG00000143772/ENSG00000102908/ENSG00000197635/ENSG00000158092/ENSG00000189403/ENSG00000197122/ENSG00000102468/ENSG00000121879/ENSG00000115008/ENSG00000141293/ENSG00000109906/ENSG00000081237/ENSG00000106571",62,"migration",0.403225806451613,"Mixed"
"GO:0010762","regulation of fibroblast migration","14/2235","38/15151",0.368421052631579,2.49751560108324,3.84475680841461,0.000650384461433596,0.0124086509089305,0.010030513820032,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000169554/ENSG00000138685/ENSG00000107796/ENSG00000240583/ENSG00000169398/ENSG00000120063/ENSG00000131016/ENSG00000110880/ENSG00000092871/ENSG00000157764/ENSG00000171132",14,"migration",0.357142857142857,"Mixed"
"GO:0048639","positive regulation of developmental growth","38/2235","154/15151",0.246753246753247,1.67273308347134,3.49045475209758,0.000775350242687417,0.0141054319000639,0.011402104116676,"ENSG00000115414/ENSG00000112902/ENSG00000182621/ENSG00000171476/ENSG00000099250/ENSG00000131711/ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000149295/ENSG00000138685/ENSG00000176697/ENSG00000081189/ENSG00000184371/ENSG00000187164/ENSG00000120756/ENSG00000176788/ENSG00000179242/ENSG00000169946/ENSG00000008086/ENSG00000089057/ENSG00000198742/ENSG00000168214/ENSG00000103528/ENSG00000178568/ENSG00000171517/ENSG00000067715/ENSG00000004848/ENSG00000106541/ENSG00000101665/ENSG00000137693/ENSG00000184349/ENSG00000207725/ENSG00000118260/ENSG00000107779/ENSG00000207935/ENSG00000132932/ENSG00000127603",38,"proliferation",0.368421052631579,"Mixed"
"GO:0097746","blood vessel diameter maintenance","32/2235","124/15151",0.258064516129032,1.7494118496067,3.48559013018833,0.000872331208187393,0.0151733597568126,0.0122653619522402,"ENSG00000105974/ENSG00000115353/ENSG00000136160/ENSG00000146648/ENSG00000171873/ENSG00000078401/ENSG00000291237/ENSG00000128512/ENSG00000004468/ENSG00000147459/ENSG00000169252/ENSG00000181104/ENSG00000159640/ENSG00000165895/ENSG00000164251/ENSG00000107796/ENSG00000182197/ENSG00000043591/ENSG00000059377/ENSG00000233276/ENSG00000001084/ENSG00000164116/ENSG00000170214/ENSG00000087245/ENSG00000196639/ENSG00000183023/ENSG00000148680/ENSG00000170425/ENSG00000114166/ENSG00000188958/ENSG00000102468/ENSG00000148700",32,"angiogenesis",0.5,"Mixed"
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","14/2235","39/15151",0.358974358974359,2.43347673951701,3.72857637305864,0.000878374746616929,0.0151733597568126,0.0122653619522402,"ENSG00000162692/ENSG00000169760/ENSG00000143341/ENSG00000196159/ENSG00000154639/ENSG00000177707/ENSG00000170558/ENSG00000139211/ENSG00000179242/ENSG00000182985/ENSG00000170017/ENSG00000134376/ENSG00000153707/ENSG00000135535",14,"migration",0.142857142857143,"Downregulated"
"GO:0060043","regulation of cardiac muscle cell proliferation","14/2235","39/15151",0.358974358974359,2.43347673951701,3.72857637305864,0.000878374746616929,0.0151733597568126,0.0122653619522402,"ENSG00000164442/ENSG00000170312/ENSG00000138685/ENSG00000151748/ENSG00000081189/ENSG00000082482/ENSG00000169946/ENSG00000144560/ENSG00000168214/ENSG00000178568/ENSG00000137693/ENSG00000207725/ENSG00000107779/ENSG00000207935",14,"proliferation",0.0714285714285714,"Downregulated"
"GO:0001755","neural crest cell migration","17/2235","52/15151",0.326923076923077,2.21620203063156,3.6543855539574,0.000884240620310803,0.0151733597568126,0.0122653619522402,"ENSG00000075223/ENSG00000092421/ENSG00000049130/ENSG00000115414/ENSG00000112902/ENSG00000136160/ENSG00000099250/ENSG00000075213/ENSG00000078401/ENSG00000115170/ENSG00000122691/ENSG00000164093/ENSG00000100644/ENSG00000118257/ENSG00000178568/ENSG00000110880/ENSG00000164690",17,"migration",0.352941176470588,"Mixed"
"GO:0003416","endochondral bone growth","11/2235","27/15151",0.407407407407407,2.76180296627724,3.81142121123612,0.000927989427903565,0.0158771052561672,0.0128342335410106,"ENSG00000162733/ENSG00000077092/ENSG00000075426/ENSG00000173068/ENSG00000163513/ENSG00000159167/ENSG00000137745/ENSG00000125398/ENSG00000072840/ENSG00000182197/ENSG00000084073",11,"proliferation",0.181818181818182,"Downregulated"
"GO:0050680","negative regulation of epithelial cell proliferation","34/2235","135/15151",0.251851851851852,1.7072963791532,3.43377829595787,0.000975509931063427,0.0165844557134577,0.0134060191919674,"ENSG00000137801/ENSG00000153071/ENSG00000105974/ENSG00000147862/ENSG00000105810/ENSG00000139618/ENSG00000171444/ENSG00000079385/ENSG00000152894/ENSG00000143507/ENSG00000115415/ENSG00000169083/ENSG00000137573/ENSG00000156535/ENSG00000171951/ENSG00000149295/ENSG00000151748/ENSG00000108691/ENSG00000081189/ENSG00000075711/ENSG00000207971/ENSG00000125398/ENSG00000092969/ENSG00000125266/ENSG00000134371/ENSG00000168811/ENSG00000253008/ENSG00000164751/ENSG00000113140/ENSG00000019549/ENSG00000114251/ENSG00000207725/ENSG00000105971/ENSG00000147257",34,"proliferation",0.205882352941176,"Downregulated"
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","25/2235","90/15151",0.277777777777778,1.88304747700721,3.49509887651582,0.00100014679825499,0.0166213508019453,0.0134358432798302,"ENSG00000137801/ENSG00000112319/ENSG00000137764/ENSG00000099250/ENSG00000064655/ENSG00000091409/ENSG00000169083/ENSG00000171951/ENSG00000115170/ENSG00000148737/ENSG00000233276/ENSG00000001084/ENSG00000171552/ENSG00000092871/ENSG00000158161/ENSG00000137693/ENSG00000019549/ENSG00000207725/ENSG00000082701/ENSG00000138448/ENSG00000197122/ENSG00000106366/ENSG00000115008/ENSG00000137275/ENSG00000082146",25,"apoptosis",0.4,"Mixed"
"GO:0045927","positive regulation of growth","52/2235","232/15151",0.224137931034483,1.51942451592995,3.31648197429311,0.00110230302495312,0.0179588695076632,0.0145170244622744,"ENSG00000115414/ENSG00000112902/ENSG00000182621/ENSG00000171476/ENSG00000137764/ENSG00000099250/ENSG00000146648/ENSG00000131711/ENSG00000187079/ENSG00000170312/ENSG00000078401/ENSG00000151320/ENSG00000149295/ENSG00000138685/ENSG00000176697/ENSG00000081189/ENSG00000184371/ENSG00000187164/ENSG00000004468/ENSG00000120756/ENSG00000176788/ENSG00000179242/ENSG00000169946/ENSG00000008086/ENSG00000137845/ENSG00000137575/ENSG00000092969/ENSG00000105887/ENSG00000120899/ENSG00000089057/ENSG00000198742/ENSG00000168214/ENSG00000103528/ENSG00000178568/ENSG00000177189/ENSG00000171517/ENSG00000067715/ENSG00000004848/ENSG00000106541/ENSG00000101665/ENSG00000137693/ENSG00000184349/ENSG00000207725/ENSG00000118260/ENSG00000168389/ENSG00000121864/ENSG00000141564/ENSG00000107779/ENSG00000207935/ENSG00000132932/ENSG00000156239/ENSG00000127603",52,"proliferation",0.423076923076923,"Mixed"
"GO:2001028","positive regulation of endothelial cell chemotaxis","7/2235","13/15151",0.538461538461538,3.65021510927551,3.97648742413956,0.00113783548903194,0.0184342062468862,0.0149012621821472,"ENSG00000184304/ENSG00000112902/ENSG00000105976/ENSG00000128052/ENSG00000138685/ENSG00000205542/ENSG00000156427",7,"angiogenesis",0.428571428571429,"Mixed"
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","36/2235","147/15151",0.244897959183673,1.66015614299411,3.34566821581163,0.00121453901280778,0.0194594648460915,0.0157300283891999,"ENSG00000137801/ENSG00000105974/ENSG00000112319/ENSG00000138696/ENSG00000137764/ENSG00000099250/ENSG00000064655/ENSG00000155792/ENSG00000091409/ENSG00000169083/ENSG00000171951/ENSG00000162772/ENSG00000115170/ENSG00000186153/ENSG00000148737/ENSG00000181634/ENSG00000122641/ENSG00000180370/ENSG00000141682/ENSG00000233276/ENSG00000001084/ENSG00000171552/ENSG00000092871/ENSG00000158161/ENSG00000137693/ENSG00000019549/ENSG00000207725/ENSG00000082701/ENSG00000138448/ENSG00000197122/ENSG00000106366/ENSG00000121858/ENSG00000115008/ENSG00000137275/ENSG00000082146/ENSG00000081237",36,"apoptosis",0.472222222222222,"Mixed"
"GO:2001054","negative regulation of mesenchymal cell apoptotic process","6/2235","10/15151",0.6,4.06738255033557,4.03619114151786,0.00125783217077529,0.0198527093791934,0.0160479070008943,"ENSG00000131018/ENSG00000125618/ENSG00000125398/ENSG00000100644/ENSG00000275410/ENSG00000164690",6,"apoptosis",0.5,"Mixed"
"GO:0030595","leukocyte chemotaxis","41/2235","174/15151",0.235632183908046,1.59734372187508,3.29661002370598,0.00130603835238318,0.0202239959775013,0.0163480359498713,"ENSG00000137801/ENSG00000124126/ENSG00000111913/ENSG00000136160/ENSG00000156026/ENSG00000177119/ENSG00000136244/ENSG00000145147/ENSG00000154639/ENSG00000150630/ENSG00000135046/ENSG00000184588/ENSG00000143669/ENSG00000078401/ENSG00000171951/ENSG00000108691/ENSG00000184371/ENSG00000172939/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000170989/ENSG00000092969/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000087245/ENSG00000138135/ENSG00000168811/ENSG00000134215/ENSG00000107862/ENSG00000114251/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000166086/ENSG00000169429",41,"migration",0.365853658536585,"Mixed"
"GO:0007229","integrin-mediated signaling pathway","28/2235","107/15151",0.261682242990654,1.7739363147881,3.34192357235164,0.00141680889699728,0.0215612636439197,0.017429014205085,"ENSG00000118523/ENSG00000259207/ENSG00000105855/ENSG00000184304/ENSG00000115414/ENSG00000079385/ENSG00000139734/ENSG00000099250/ENSG00000091409/ENSG00000135605/ENSG00000151914/ENSG00000100345/ENSG00000082781/ENSG00000168615/ENSG00000112851/ENSG00000137845/ENSG00000198542/ENSG00000169756/ENSG00000091136/ENSG00000196569/ENSG00000169398/ENSG00000120899/ENSG00000036257/ENSG00000134215/ENSG00000138448/ENSG00000109743/ENSG00000197122/ENSG00000137809",28,"migration",0.392857142857143,"Mixed"
"GO:0050918","positive chemotaxis","17/2235","54/15151",0.314814814814815,2.1341204739415,3.472896216142,0.00142006943309954,0.0215612636439197,0.017429014205085,"ENSG00000112902/ENSG00000105976/ENSG00000099250/ENSG00000128052/ENSG00000150630/ENSG00000140285/ENSG00000171951/ENSG00000138685/ENSG00000154188/ENSG00000140945/ENSG00000166949/ENSG00000149177/ENSG00000164251/ENSG00000170989/ENSG00000114251/ENSG00000189403/ENSG00000169429",17,"migration",0.352941176470588,"Mixed"
"GO:0044331","cell-cell adhesion mediated by cadherin","14/2235","41/15151",0.341463414634146,2.31477055710154,3.50663633148477,0.00153876067126898,0.0227938295598607,0.0184253569618184,"ENSG00000140937/ENSG00000135074/ENSG00000130396/ENSG00000128536/ENSG00000060656/ENSG00000170558/ENSG00000062038/ENSG00000140945/ENSG00000113361/ENSG00000179242/ENSG00000114251/ENSG00000150394/ENSG00000039068/ENSG00000198087",14,"migration",0.428571428571429,"Mixed"
"GO:0050919","negative chemotaxis","14/2235","41/15151",0.341463414634146,2.31477055710154,3.50663633148477,0.00153876067126898,0.0227938295598607,0.0184253569618184,"ENSG00000259207/ENSG00000075223/ENSG00000182168/ENSG00000092421/ENSG00000112902/ENSG00000145147/ENSG00000075213/ENSG00000221866/ENSG00000118257/ENSG00000125848/ENSG00000114251/ENSG00000184349/ENSG00000138448/ENSG00000197635",14,"migration",0.357142857142857,"Mixed"
"GO:0033631","cell-cell adhesion mediated by integrin","8/2235","17/15151",0.470588235294118,3.19010396104751,3.7583168276468,0.00154447845121125,0.0227938295598607,0.0184253569618184,"ENSG00000162692/ENSG00000128567/ENSG00000168743/ENSG00000168615/ENSG00000133789/ENSG00000156234/ENSG00000197635/ENSG00000141293",8,"migration",0.625,"Mixed"
"GO:0040014","regulation of multicellular organism growth","18/2235","59/15151",0.305084745762712,2.0681606188147,3.41956002741155,0.0015574637331412,0.0228113375056034,0.0184395094827509,"ENSG00000075426/ENSG00000149295/ENSG00000184371/ENSG00000113739/ENSG00000120756/ENSG00000169252/ENSG00000108557/ENSG00000166224/ENSG00000043591/ENSG00000168610/ENSG00000204406/ENSG00000118260/ENSG00000168389/ENSG00000141385/ENSG00000121879/ENSG00000132932/ENSG00000084073/ENSG00000140718",18,"proliferation",0.5,"Mixed"
"GO:0002690","positive regulation of leukocyte chemotaxis","22/2235","78/15151",0.282051282051282,1.91201743819194,3.35916747080373,0.00157804663691257,0.0229966595328967,0.0185893142576265,"ENSG00000137801/ENSG00000111913/ENSG00000156026/ENSG00000177119/ENSG00000136244/ENSG00000150630/ENSG00000078401/ENSG00000184371/ENSG00000172939/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000169398/ENSG00000120899/ENSG00000168811/ENSG00000114251/ENSG00000035664/ENSG00000189403/ENSG00000106366/ENSG00000169429",22,"migration",0.454545454545455,"Mixed"
"GO:0030308","negative regulation of cell growth","37/2235","155/15151",0.238709677419355,1.61820596088619,3.21804700570424,0.00171405709173729,0.0246688117421248,0.0199409959164109,"ENSG00000153071/ENSG00000057019/ENSG00000078018/ENSG00000112902/ENSG00000099250/ENSG00000145147/ENSG00000135919/ENSG00000169330/ENSG00000022267/ENSG00000140009/ENSG00000074800/ENSG00000075213/ENSG00000130147/ENSG00000162998/ENSG00000114861/ENSG00000166949/ENSG00000129682/ENSG00000115310/ENSG00000149177/ENSG00000109846/ENSG00000019485/ENSG00000118785/ENSG00000133104/ENSG00000122641/ENSG00000144560/ENSG00000092969/ENSG00000164823/ENSG00000006652/ENSG00000168243/ENSG00000117152/ENSG00000114251/ENSG00000080503/ENSG00000176390/ENSG00000152661/ENSG00000039068/ENSG00000141646/ENSG00000161055",37,"proliferation",0.297297297297297,"Downregulated"
