"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Shared","GO:0090287","regulation of cellular response to growth factor stimulus","51/1631","381/18986",0.133858267716535,1.55820543891241,3.37412903191943,0.00100627836751881,0.0162039603259842,0.0129551565574267,"3491/4052/51232/9839/4036/7474/6091/3592/9353/3516/3791/9508/255743/2247/10252/83891/81792/10468/2246/26999/860/7021/135228/168667/857/28996/23213/63978/406987/25/8829/7321/3087/27122/406911/84312/64398/2200/4734/4091/4088/1003/3690/64750/753/2627/4089/55816/1756/8573/2719",51
"Shared","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","6/1631","15/18986",0.4,4.65628448804414,4.34270640965482,0.00100930045597519,0.0162039603259842,0.0129551565574267,"65018/4921/27086/2309/4233/5074",6
"Shared","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","6/1631","15/18986",0.4,4.65628448804414,4.34270640965482,0.00100930045597519,0.0162039603259842,0.0129551565574267,"7474/84870/4300/25/81029/2719",6
"Shared","GO:2001028","positive regulation of endothelial cell chemotaxis","6/1631","15/18986",0.4,4.65628448804414,4.34270640965482,0.00100930045597519,0.0162039603259842,0.0129551565574267,"3791/2247/9037/4233/5587/7114",6
"Shared","GO:0030032","lamellipodium assembly","15/1631","72/18986",0.208333333333333,2.42514817085633,3.71410816866348,0.00102027320688785,0.0162911015317201,0.0130248264369007,"2475/10451/55704/10787/2660/84448/9353/22885/26053/7414/51196/3983/221178/10810/1012",15
"Shared","GO:0032835","glomerulus development","15/1631","72/18986",0.208333333333333,2.42514817085633,3.71410816866348,0.00102027320688785,0.0162911015317201,0.0130248264369007,"25937/5156/5530/2028/4208/1906/9863/5420/23213/284/2131/51196/4643/3690/182",15
"Shared","GO:0048675","axon extension","20/1631","110/18986",0.181818181818182,2.11649294911097,3.60012280390172,0.00102590697292273,0.0163366649671923,0.0130612546574074,"23499/8828/4133/7474/214/9353/9037/4131/1906/26053/10371/4897/91584/25/8829/7414/57609/9201/999/1002",20
"Shared","GO:0010717","regulation of epithelial to mesenchymal transition","22/1631","126/18986",0.174603174603175,2.03250513367006,3.56472982933153,0.00103589421193292,0.0164511199711292,0.0131527620707158,"2475/23028/7042/23332/2043/2042/90102/25937/10252/2651/3569/4017/5747/152007/406987/6934/4088/753/4089/182/7074/407007",22
"Shared","GO:0007389","pattern specification process","61/1631","476/18986",0.128151260504202,1.49177181602255,3.33107088433706,0.00104616295119001,0.0165694164452628,0.0132473407608484,"55182/7482/5087/5362/84976/7849/92/4036/23314/8828/7474/6091/55764/5523/6434/8626/3516/170825/57619/5311/658/2247/10252/7092/1767/10468/4208/324/2246/1906/2697/2737/10512/28996/6469/2131/4300/27019/203286/55130/8829/80114/657/3087/7093/9645/26005/50937/8854/4091/4088/22856/284086/6928/3211/4089/8195/4281/10159/2719/7547",61
"Shared","GO:0018105","peptidyl-serine phosphorylation","26/1631","159/18986",0.163522012578616,1.90351252655893,3.50721307257641,0.0010566025959195,0.0166897764882339,0.0133435692857633,"2475/65018/5581/27347/5217/5062/817/57600/5144/154043/3569/1956/857/28996/10783/79109/5599/85456/5058/5587/146057/7150/351/6197/5165/1756",26
"Shared","GO:0072698","protein localization to microtubule cytoskeleton","13/1631","58/18986",0.224137931034483,2.60912492864543,3.76245546821125,0.00106466465753685,0.0167720362672561,0.0134093364373838,"22924/324/1729/79648/6788/25/26005/636/51134/146057/55125/10982/4281",13
"Shared","GO:0021766","hippocampus development","18/1631","95/18986",0.189473684210526,2.20560844170512,3.6112751643704,0.00109744603128063,0.01719624767948,0.0137484958248574,"84879/1600/238/55054/2044/306/166614/2737/1021/157680/9638/3480/23035/8195/4771/9215/7547/2258",18
"Shared","GO:0051492","regulation of stress fiber assembly","18/1631","95/18986",0.189473684210526,2.20560844170512,3.6112751643704,0.00109744603128063,0.01719624767948,0.0137484958248574,"2475/55704/23332/23671/406929/90102/5217/5062/22998/4233/25/8829/5058/84952/7168/4088/8195/4771",18
"Shared","GO:0048568","embryonic organ development","59/1631","458/18986",0.12882096069869,1.49956760259064,3.31766633901722,0.00110498358751671,0.0172683073410855,0.0138061079257756,"65979/3491/1301/6913/5087/5396/7042/2034/2202/7849/51141/9394/6670/23314/5915/7474/26018/55773/55764/6434/3516/5156/3791/5311/25836/4208/2299/63915/1906/860/2697/84870/25902/2737/1956/51384/91584/28996/6469/10049/6788/79977/8323/23414/657/9645/7003/26005/8076/2200/8854/4088/6928/3880/3211/8932/8195/80781/7547",59
"Shared","GO:0051894","positive regulation of focal adhesion assembly","8/1631","26/18986",0.307692307692308,3.5817572984955,4.03834011581462,0.00111383006528725,0.0172984647052393,0.0138302189064317,"9448/3987/3791/25/8829/5795/342184/4088",8
"Shared","GO:0014032","neural crest cell development","16/1631","80/18986",0.2,2.32814224402207,3.64930136389046,0.00111852222810757,0.0172984647052393,0.0138302189064317,"65979/8828/9037/83989/1906/10512/10371/223117/6469/3084/8829/657/23603/8854/1000/182",16
"Shared","GO:0035914","skeletal muscle cell differentiation","16/1631","80/18986",0.2,2.32814224402207,3.64930136389046,0.00111852222810757,0.0172984647052393,0.0138302189064317,"59269/467/2660/9975/57486/4208/84466/221662/221496/6469/406/50937/688/124872/3131/9215",16
"Shared","GO:0007584","response to nutrient","27/1631","168/18986",0.160714285714286,1.87082858894631,3.47552614059691,0.00111868900408287,0.0172984647052393,0.0138302189064317,"2475/7412/3158/8942/5337/6750/9227/4131/2729/594/1268/1956/8805/19/3371/8644/7019/3988/847/22941/406911/317/9365/8854/3480/9388/1591",27
"Shared","GO:0003002","regionalization","56/1631","430/18986",0.130232558139535,1.51599960075856,3.31788541787005,0.00113156005528932,0.0173335794726535,0.0138582933586136,"55182/7482/5087/5362/84976/7849/92/4036/8828/7474/6091/55764/5523/6434/8626/3516/170825/5311/658/2247/10252/7092/1767/4208/2246/1906/2697/2737/10512/28996/6469/2131/4300/27019/203286/55130/8829/80114/657/3087/7093/9645/26005/50937/8854/4091/4088/22856/284086/6928/3211/4089/8195/10159/2719/7547",56
"Shared","GO:0035767","endothelial cell chemotaxis","9/1631","32/18986",0.28125,3.27395003065604,3.94662116175845,0.00113178871430912,0.0173335794726535,0.0138582933586136,"3791/2247/2549/9037/2246/4233/8829/5587/7114",9
"Shared","GO:0060045","positive regulation of cardiac muscle cell proliferation","9/1631","32/18986",0.28125,3.27395003065604,3.94662116175845,0.00113178871430912,0.0173335794726535,0.0138582933586136,"3516/2247/4208/3084/23414/406987/657/2627/407007",9
"Shared","GO:2000177","regulation of neural precursor cell proliferation","19/1631","103/18986",0.184466019417476,2.14731566196211,3.57920035807609,0.00113275944817885,0.0173335794726535,0.0138582933586136,"23028/58155/22920/4036/7474/2247/1462/1495/2309/2737/5803/6469/644943/50937/2308/1000/5152/4771/6567",19
"Shared","GO:0001508","action potential","28/1631","177/18986",0.15819209039548,1.84146844159938,3.44795496781202,0.00117389891780072,0.0179164416649274,0.0143242949286251,"2475/3752/476/9722/3776/3790/1134/23171/2257/817/2890/1268/2898/2697/4897/857/3757/169522/9630/4915/288/9472/57369/3759/23327/1756/4693/2258",28
"Shared","GO:0061035","regulation of cartilage development","15/1631","73/18986",0.205479452054795,2.39192696303638,3.65273056489415,0.00118393501610848,0.0180228035094648,0.0144093318159044,"3491/2202/5915/7474/658/81792/654/860/2737/4017/7227/55553/6660/5744/4088",15
"Shared","GO:0002573","myeloid leukocyte differentiation","36/1631","247/18986",0.145748987854251,1.69662187823471,3.37825441609286,0.00120661372769525,0.0183205743254194,0.0146474012422247,"2475/2355/130733/51542/3694/6670/4057/27086/3516/5530/9607/2150/80762/2908/4739/135228/28962/3696/1021/10221/8772/406911/84959/81624/2200/302/146433/5578/634/147710/351/861/9215/4627/4693/2719",36
"Shared","GO:1990138","neuron projection extension","27/1631","169/18986",0.159763313609467,1.85975859729574,3.44163380939842,0.00122486402646067,0.0185497448955744,0.0148306243898371,"23499/7852/8828/4133/7474/214/9353/9037/4131/26999/1906/22999/26053/10371/4897/91584/6456/25/8829/7414/57609/9201/8128/999/23327/1002/7074",27
"Shared","GO:0072091","regulation of stem cell proliferation","18/1631","96/18986",0.1875,2.18263335377069,3.56114562101451,0.00124435036872794,0.0187964081404765,0.0150278330283663,"23028/5087/5396/5788/5915/7474/8626/3516/3791/2247/860/135228/2697/2737/6469/4781/4771/407007",18
"Shared","GO:0001974","blood vessel remodeling","12/1631","52/18986",0.230769230769231,2.68631797387162,3.73284473995427,0.00125089804584721,0.0187986621928343,0.0150296351557843,"23418/2034/3516/4883/4208/9474/84870/10512/2131/634/182/4693",12
"Shared","GO:0035987","endodermal cell differentiation","12/1631","52/18986",0.230769230769231,2.68631797387162,3.73284473995427,0.00125089804584721,0.0187986621928343,0.0150296351557843,"1301/79577/3685/1295/3693/1303/3912/3281/6928/2627/3909/4627",12
"Shared","GO:0051208","sequestering of calcium ion","23/1631","136/18986",0.169117647058824,1.96864969163631,3.47536556530423,0.00126176831665456,0.0189136495629137,0.0151215681987897,"845/356/5788/5581/805/23007/5311/817/2247/5144/1729/9474/25/51196/84959/3356/5587/9472/3690/23236/5332/57158/1756",23
"Shared","GO:0072089","stem cell proliferation","22/1631","128/18986",0.171875,2.00074724095647,3.48258353810323,0.00128218313437789,0.0191707585180775,0.0153271282408692,"23028/7482/5087/5396/5788/5915/7474/8626/3516/3791/2247/860/135228/2697/2737/6469/4781/6461/2120/861/4771/407007",22
"Shared","GO:0006936","muscle contraction","48/1631","358/18986",0.134078212290503,1.56076575018239,3.28367261723844,0.00134481169524239,0.019995720260317,0.0159866897498826,"2023/2475/5142/51086/3752/845/476/9722/805/51542/7852/1134/23171/6769/4638/2257/323/255743/817/5144/154/6444/147/1906/2697/7402/9732/857/800/3757/80005/23213/6641/3778/26509/8082/3356/5587/29767/7168/2775/136/3759/23327/8195/9215/1756/2258",48
"Shared","GO:0007413","axonal fasciculation","7/1631","21/18986",0.333333333333333,3.88023707337012,4.04838150640655,0.00134756726056595,0.019995720260317,0.0159866897498826,"2043/2042/9037/1268/4897/8829/2909",7
"Shared","GO:0106030","neuron projection fasciculation","7/1631","21/18986",0.333333333333333,3.88023707337012,4.04838150640655,0.00134756726056595,0.019995720260317,0.0159866897498826,"2043/2042/9037/1268/4897/8829/2909",7
"Shared","GO:0006029","proteoglycan metabolic process","17/1631","89/18986",0.191011235955056,2.22350663754917,3.54670342063555,0.00135837822105358,0.0201053663146368,0.0160743523811802,"1301/9394/10855/658/81792/10090/55501/55790/23213/2131/11046/9469/6934/22856/92126/56548/90161",17
"Shared","GO:0021561","facial nerve development","5/1631","11/18986",0.454545454545455,5.29123237277744,4.36422823819541,0.00138170708606209,0.0201962956161713,0.0161470508643496,"8828/10371/91584/8829/3211",5
"Shared","GO:0021604","cranial nerve structural organization","5/1631","11/18986",0.454545454545455,5.29123237277744,4.36422823819541,0.00138170708606209,0.0201962956161713,0.0161470508643496,"8828/10371/91584/8829/3211",5
"Shared","GO:0021610","facial nerve morphogenesis","5/1631","11/18986",0.454545454545455,5.29123237277744,4.36422823819541,0.00138170708606209,0.0201962956161713,0.0161470508643496,"8828/10371/91584/8829/3211",5
"Shared","GO:0021889","olfactory bulb interneuron differentiation","5/1631","11/18986",0.454545454545455,5.29123237277744,4.36422823819541,0.00138170708606209,0.0201962956161713,0.0161470508643496,"7474/6091/9353/170825/170302",5
"Shared","GO:0110011","regulation of basement membrane organization","5/1631","11/18986",0.454545454545455,5.29123237277744,4.36422823819541,0.00138170708606209,0.0201962956161713,0.0161470508643496,"3915/23332/90102/3908/3912",5
"Shared","GO:0051592","response to calcium ion","23/1631","137/18986",0.167883211678832,1.95427998585794,3.43646491326077,0.00139574169922252,0.0202553103709401,0.016194233489575,"845/6382/805/51542/7474/131034/22871/5311/5530/817/4208/84059/1906/1956/10165/857/114/8644/3778/311/241/4734/351",23
"Shared","GO:1903169","regulation of calcium ion transmembrane transport","28/1631","179/18986",0.156424581005587,1.82089337521279,3.38277783497632,0.00139741373893507,0.0202553103709401,0.016194233489575,"5142/845/9722/5581/805/91404/6769/57620/5311/5530/817/5144/1729/9474/2534/857/2669/117531/25/6588/84959/5587/9472/3690/81671/8787/57158/1756",28
"Shared","GO:0032984","protein-containing complex disassembly","37/1631","258/18986",0.143410852713178,1.66940432226389,3.31873547074188,0.00139953301746114,0.0202553103709401,0.016194233489575,"130271/6711/51652/23332/79443/9037/4131/2150/324/2107/154/9474/136319/5828/11075/6456/6840/3799/23075/9645/6588/2059/93661/9617/80183/81624/146057/29767/3480/57551/146909/84643/1213/81671/57553/4281/2258",37
"Shared","GO:0051924","regulation of calcium ion transport","37/1631","258/18986",0.143410852713178,1.66940432226389,3.31873547074188,0.00139953301746114,0.0202553103709401,0.016194233489575,"5142/845/9722/5999/5581/805/7852/91404/151651/6769/4638/57620/5311/5530/817/5144/1729/9474/2534/857/2669/117531/25/7225/6588/84959/5587/9472/3958/5957/6347/3690/81671/8787/57158/1756/8573",37
"Shared","GO:0051153","regulation of striated muscle cell differentiation","18/1631","97/18986",0.185567010309278,2.16013197898955,3.51163003062494,0.00140762365568265,0.0202819472338798,0.0162155298098967,"2475/5999/27086/84525/57486/4208/1906/221662/9734/6469/3084/406987/22954/55553/5587/9472/4089/407007",18
"Shared","GO:0055001","muscle cell development","31/1631","205/18986",0.151219512195122,1.76030267230937,3.35524365215373,0.00140827679908491,0.0202819472338798,0.0162155298098967,"2475/23028/5999/6382/27086/5156/5530/84466/6444/1906/9474/9734/7373/10529/84665/657/4604/5587/9472/29767/7168/11214/3880/8736/80206/4089/115701/81/1827/9215/1756",31
"Shared","GO:0060042","retina morphogenesis in camera-type eye","14/1631","67/18986",0.208955223880597,2.43238741912754,3.60054947471134,0.0014387089371094,0.0206238577849553,0.0164888892003611,"84879/23418/7068/7021/221935/28996/6101/22882/4915/120114/50937/6774/9215/4693",14
"Shared","GO:0099170","postsynaptic modulation of chemical synaptic transmission","9/1631","33/18986",0.272727272727273,3.17473942366646,3.83305621258296,0.00143903704762282,0.0206238577849553,0.0164888892003611,"7474/5530/7204/9474/25897/79827/2775/999/23236",9
"Shared","GO:0045663","positive regulation of myoblast differentiation","11/1631","46/18986",0.239130434782609,2.78364833524378,3.71294173012706,0.00144884165797064,0.0206635766559113,0.0165206446589754,"55193/86/202151/4208/221662/9750/4217/57492/6595/29117/23236",11
"Shared","GO:0048483","autonomic nervous system development","11/1631","46/18986",0.239130434782609,2.78364833524378,3.71294173012706,0.00144884165797064,0.0206635766559113,0.0165206446589754,"65979/7412/8828/57007/8626/7021/10371/91584/8829/89797/3211",11
"Shared","GO:0018209","peptidyl-serine modification","27/1631","171/18986",0.157894736842105,1.83800703475427,3.37453223064894,0.00146360406554076,0.020782464468535,0.0166156961275253,"2475/65018/2590/5581/27347/5217/5062/817/57600/5144/154043/3569/1956/857/28996/10783/79109/5599/85456/5058/5587/146057/7150/351/6197/5165/1756",27
"Shared","GO:0006874","intracellular calcium ion homeostasis","42/1631","304/18986",0.138157894736842,1.60825615540998,3.27741617515922,0.0014644972635932,0.020782464468535,0.0166156961275253,"845/356/5788/130733/63892/5581/805/51542/79054/5745/7474/27032/23007/57620/5311/817/2247/5144/1729/2890/1906/1268/2898/9474/857/114/25/51196/7225/84959/3356/84899/5587/9472/283652/1003/3690/23236/5332/57158/351/1756",42
"Shared","GO:0030500","regulation of bone mineralization","16/1631","82/18986",0.195121951219512,2.2713582868508,3.53686108217461,0.00147132491812637,0.020782464468535,0.0166156961275253,"3491/4921/92/4057/658/4208/84059/154/654/55603/2697/657/196527/9365/4088/2824",16
"Shared","GO:0061333","renal tubule morphogenesis","16/1631","82/18986",0.195121951219512,2.2713582868508,3.53686108217461,0.00147132491812637,0.020782464468535,0.0166156961275253,"7482/5087/7849/5311/255743/2247/170690/4208/2246/2737/6469/8549/342184/6928/4089/2719",16
"Shared","GO:0010649","regulation of cell communication by electrical coupling","6/1631","16/18986",0.375,4.36526670754139,4.12824807642101,0.0014981896311405,0.0210606752932573,0.0168381272318812,"845/805/817/5144/857/288",6
"Shared","GO:0030033","microvillus assembly","6/1631","16/18986",0.375,4.36526670754139,4.12824807642101,0.0014981896311405,0.0210606752932573,0.0168381272318812,"23043/5337/51735/5420/688/5205",6
"Shared","GO:0043270","positive regulation of monoatomic ion transport","32/1631","215/18986",0.148837209302326,1.7325709722955,3.31165588923508,0.00155291357017666,0.0217778523588497,0.0174115142914167,"9722/805/27347/23171/6769/4638/2257/57620/5311/5530/1906/154043/857/1080/3757/25/3799/288/7225/196527/9472/3958/6347/81671/3759/81/57158/7114/1756/8573/2273/2258",32
"Shared","GO:0045766","positive regulation of angiogenesis","29/1631","189/18986",0.153439153439153,1.78614087504339,3.32971437799351,0.00157256650220197,0.0219726130898866,0.0175672265809473,"3716/23576/10352/7852/7474/3791/306/2247/2549/9037/2246/407029/23328/3696/168667/28996/92140/9314/25/8829/8038/2113/5587/1003/6774/3690/5578/2627/861",29
"Shared","GO:0006023","aminoglycan biosynthetic process","15/1631","75/18986",0.2,2.32814224402207,3.53295370918365,0.00157801952415456,0.0219726130898866,0.0175672265809473,"11227/4790/2651/10090/55501/55790/284/2131/6482/11046/9469/22856/1213/92126/56548",15
"Shared","GO:1904888","cranial skeletal system development","15/1631","75/18986",0.2,2.32814224402207,3.53295370918365,0.00157801952415456,0.0219726130898866,0.0175672265809473,"6913/5396/7042/51141/4036/8626/5156/25836/860/25902/2737/79977/2131/4088/7547",15
"Shared","GO:0043434","response to peptide hormone","57/1631","446/18986",0.12780269058296,1.48771421422935,3.19519928111778,0.00159707515708241,0.0221853749953102,0.0177373309096897,"2475/6513/3716/54741/8412/3158/4921/55532/23175/10890/6654/51141/2660/6775/5584/2798/5530/4790/2549/2195/4131/324/2890/1906/2729/6885/57492/9734/857/8805/10499/114/5747/23189/27019/5305/10580/2805/847/5795/23235/8835/9971/9365/2308/5587/2200/6938/4088/3480/6774/3690/5578/9663/11031/634/23236",57
"Shared","GO:0045444","fat cell differentiation","36/1631","251/18986",0.143426294820717,1.66958407937838,3.27367154290749,0.00160757996908658,0.0222786318357376,0.0178118902731713,"11221/28951/2355/406915/406929/7474/25937/59343/10891/5156/7204/54463/25836/154/7021/26268/3569/222236/6788/23414/9314/22954/84159/6934/406/81029/2308/3356/688/4091/4088/79068/9658/23236/8195/182",36
"Shared","GO:0060675","ureteric bud morphogenesis","14/1631","68/18986",0.205882352941176,2.39661701590507,3.53682968565358,0.0016710812392785,0.0229981815657918,0.0183871742911627,"7482/5087/7849/5311/255743/2247/170690/2246/2737/6469/342184/6928/4089/2719",14
"Shared","GO:0010976","positive regulation of neuron projection development","26/1631","164/18986",0.158536585365854,1.84547860806628,3.33358578449859,0.00167124294223844,0.0229981815657918,0.0183871742911627,"23028/5906/4921/238/3655/7474/2042/5274/5584/8507/55754/1268/2534/9863/27067/11075/4915/25/9638/5587/3480/2909/9139/7074/1756/407007",26
"Shared","GO:2001236","regulation of extrinsic apoptotic signaling pathway","26/1631","164/18986",0.158536585365854,1.84547860806628,3.33358578449859,0.00167124294223844,0.0229981815657918,0.0183871742911627,"2140/356/5788/467/3655/3685/5062/658/57630/1495/2729/857/3084/9821/6788/9314/8829/6934/8772/79370/3958/51741/598/2139/351/407007",26
"Shared","GO:0008088","axo-dendritic transport","16/1631","83/18986",0.192771084337349,2.24399252435862,3.48186093755943,0.00168016461502315,0.0230669328922338,0.018442141359686,"22920/3800/4133/55054/22906/63915/667/9474/27067/55638/320/3799/9638/7014/3281/351",16
"Shared","GO:0051648","vesicle localization","33/1631","225/18986",0.146666666666667,1.70730431228285,3.27182107458931,0.00169714639023334,0.0232387174227894,0.018579484048925,"65018/22920/6382/23233/23332/3800/4133/55686/79083/22906/79443/55773/22871/63915/63971/8976/60412/55638/83696/10497/3799/54536/8301/8825/8499/164/1000/4645/81/8195/79953/10079/8224",33
"Shared","GO:0090288","negative regulation of cellular response to growth factor stimulus","23/1631","139/18986",0.165467625899281,1.92616084937078,3.35963947649522,0.00170058687743353,0.0232387174227894,0.018579484048925,"51232/4036/7474/3592/9353/2247/10252/81792/168667/857/28996/23213/63978/406987/25/7321/3087/406911/2200/4734/4091/64750/8573",23
"Shared","GO:0001658","branching involved in ureteric bud morphogenesis","13/1631","61/18986",0.213114754098361,2.48080730920385,3.55112120024265,0.00174024171887544,0.0233819007300209,0.0186939599007709,"7482/5087/7849/5311/255743/2247/170690/2246/2737/6469/6928/4089/2719",13
"Shared","GO:0014009","glial cell proliferation","13/1631","61/18986",0.213114754098361,2.48080730920385,3.55112120024265,0.00174024171887544,0.0233819007300209,0.0186939599007709,"4774/5584/7957/3569/1956/6469/4781/406911/5583/146433/4771/4693/407007",13
"Shared","GO:0032147","activation of protein kinase activity","13/1631","61/18986",0.213114754098361,2.48080730920385,3.55112120024265,0.00174024171887544,0.0233819007300209,0.0186939599007709,"65018/7042/55704/7474/5618/2246/154/3084/284/114/25/2200/3690",13
"Shared","GO:0060612","adipose tissue development","13/1631","61/18986",0.213114754098361,2.48080730920385,3.55112120024265,0.00174024171887544,0.0233819007300209,0.0186939599007709,"3158/9462/2355/8609/406929/10891/10499/157680/84159/3988/9971/79068/9658",13
"Shared","GO:0007009","plasma membrane organization","27/1631","173/18986",0.15606936416185,1.81675839851433,3.30832072042157,0.00174142873230538,0.0233819007300209,0.0186939599007709,"356/23418/7042/6711/51652/7852/23671/406929/27230/112574/7518/857/8976/50807/10397/288/26509/196527/51411/121601/64398/302/79400/81671/5205/9215/4627",27
"Shared","GO:0030308","negative regulation of cell growth","27/1631","173/18986",0.15606936416185,1.81675839851433,3.30832072042157,0.00174142873230538,0.0233819007300209,0.0186939599007709,"2023/5999/7042/4133/5270/23677/9686/7474/27086/604/9353/9037/2697/10371/734/6595/8829/56981/5795/57609/4088/23251/999/51379/4089/2273/2258",27
"Shared","GO:0050796","regulation of insulin secretion","27/1631","173/18986",0.15606936416185,1.81675839851433,3.30832072042157,0.00174142873230538,0.0233819007300209,0.0186939599007709,"7447/5581/11069/8609/27230/9575/2044/5530/9607/2150/1946/7021/1268/3569/1080/640/55638/114/6934/406/9971/2308/2775/4843/5578/23236/7074",27
"Shared","GO:0008037","cell recognition","25/1631","156/18986",0.16025641025641,1.8654985929664,3.32754147738506,0.00174289865890898,0.0233819007300209,0.0186939599007709,"7852/2043/27255/6091/2042/23022/9037/1462/84466/1794/4739/1268/4897/26047/2131/81704/8829/84665/23705/56253/50863/3958/399687/2909/351",25
"Shared","GO:1903510","mucopolysaccharide metabolic process","17/1631","91/18986",0.186813186813187,2.17463835980084,3.44327254432764,0.00174902479568279,0.0234106371285469,0.0187169348114909,"10855/4790/2247/10090/55501/55790/284/2131/6482/23670/11046/9469/960/22856/1213/92126/56548",17
"Shared","GO:0051051","negative regulation of transport","59/1631","467/18986",0.126338329764454,1.47066801281908,3.15707086824479,0.00175382647687532,0.0234215554048167,0.0187256640341975,"5906/55917/845/5999/406988/7447/5581/805/150684/406915/22925/27347/91404/3685/8609/5270/2042/3592/5530/4790/817/9607/4131/2150/79772/80762/1906/1268/51465/9474/2697/4988/406940/857/3757/6469/3084/2171/2669/284/301/55691/288/8301/8898/6588/2308/3356/5587/3958/4734/302/2775/3690/23327/634/11142/10079/2824",59
"Shared","GO:0030100","regulation of endocytosis","42/1631","307/18986",0.136807817589577,1.5925402972138,3.2087083166697,0.00177045234646289,0.0235518729202398,0.0188298536138136,"55182/5788/406988/55061/11037/3685/7474/2042/868/4638/22871/5530/2150/79772/1794/114781/9474/23345/154664/9863/857/8976/4289/3084/284/25/5795/8301/8898/636/196527/5587/3958/302/1012/399687/6347/3690/11031/23327/351/2719",42
"Shared","GO:0045332","phospholipid translocation","12/1631","54/18986",0.222222222222222,2.58682471558008,3.57970765526858,0.00177160106037202,0.0235518729202398,0.0188298536138136,"84879/356/57205/7518/55754/19/196527/121601/79895/81671/5205/10079",12
"Shared","GO:0051091","positive regulation of DNA-binding transcription factor activity","31/1631","208/18986",0.149038461538462,1.73491369145876,3.26710664337317,0.00178240896205368,0.0236234229664045,0.0188870582743476,"55182/4808/4921/8995/238/100302142/4057/7474/5584/3556/10891/9575/2044/306/1906/2099/3569/136319/28996/92140/114/22954/84159/219790/85363/3606/23085/5587/5583/4088/4693",31
"Shared","GO:0022404","molting cycle process","18/1631","99/18986",0.181818181818182,2.11649294911097,3.41438165344074,0.00178904411505276,0.0236234229664045,0.0188870582743476,"92344/7042/6654/7474/26018/8626/3516/10855/10468/94234/135228/1956/6469/8323/2131/8549/55504/4089",18
"Shared","GO:0022405","hair cycle process","18/1631","99/18986",0.181818181818182,2.11649294911097,3.41438165344074,0.00178904411505276,0.0236234229664045,0.0188870582743476,"92344/7042/6654/7474/26018/8626/3516/10855/10468/94234/135228/1956/6469/8323/2131/8549/55504/4089",18
"Shared","GO:0070252","actin-mediated cell contraction","20/1631","115/18986",0.173913043478261,2.02447151654093,3.37809083474493,0.00180010975005276,0.0237162441509193,0.0189612693285,"5142/3752/476/9722/9839/23171/2257/22998/817/5144/6444/2697/857/3757/55742/122786/7168/3759/23327/2258",20
"Shared","GO:0032231","regulation of actin filament bundle assembly","19/1631","107/18986",0.177570093457944,2.06704217927193,3.39315700140415,0.00180467909607014,0.0237232536208235,0.0189668734387402,"2475/55704/23332/23671/406929/90102/5217/5062/22998/4233/25/8829/23075/5058/84952/7168/4088/8195/4771",19
"Shared","GO:0140058","neuron projection arborization","9/1631","34/18986",0.264705882352941,3.0813647347351,3.72374642098164,0.00180989630691427,0.0237387292397952,0.018979246282327,"23499/84879/4036/7474/22871/7162/10371/8829/23426",9
"Shared","GO:1903829","positive regulation of protein localization","62/1631","497/18986",0.124748490945674,1.45216115824314,3.1313723183027,0.0018488661546323,0.0241958519479274,0.0193447184342374,"65018/3716/54741/7042/7447/5581/6711/55704/11069/23171/6769/7474/2042/27032/51421/25937/27230/51068/5584/23379/2150/324/22885/654/4739/1906/55754/2534/2037/10551/2737/1956/1080/6469/640/55638/114/10497/10541/55691/3799/5599/288/10580/6934/22841/636/9971/5587/3958/5583/4088/999/399687/9520/5578/8736/23255/10055/23236/351/4771",62
"Shared","GO:0046328","regulation of JNK cascade","23/1631","140/18986",0.164285714285714,1.91240255758956,3.32170370342128,0.00187321329184848,0.0244600028953371,0.0195559085883504,"65018/11221/9448/7474/23043/57630/2150/153769/1906/2898/7164/4217/10371/51384/28996/9821/6788/55504/3480/57551/23239/23236/351",23
"Shared","GO:0060041","retina development in camera-type eye","27/1631","174/18986",0.155172413793103,1.80631725829299,3.27554120332263,0.00189656071168171,0.024622607479166,0.0196859118590373,"2782/84879/4774/6121/23418/7042/7068/86/5156/658/2823/5961/7021/221935/28996/6101/22882/4781/4915/8829/120114/50937/57381/23093/6774/9215/4693",27
"Shared","GO:0003156","regulation of animal organ formation","8/1631","28/18986",0.285714285714286,3.3259174914601,3.77569611587271,0.00189823709803646,0.024622607479166,0.0196859118590373,"7482/7474/6091/2247/10252/2246/6469/23213",8
"Shared","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","8/1631","28/18986",0.285714285714286,3.3259174914601,3.77569611587271,0.00189823709803646,0.024622607479166,0.0196859118590373,"4057/4064/654/23328/23643/10221/85363/5578",8
"Shared","GO:0001704","formation of primary germ layer","22/1631","132/18986",0.166666666666667,1.94011853668506,3.3226745301711,0.00192791068593737,0.0248103382730544,0.0198360036746519,"1301/79577/3685/7474/1295/3693/1303/2697/3912/60412/9314/657/7296/4088/3281/6928/3690/2627/3909/2139/4771/4627",22
