"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:0010573","vascular endothelial growth factor production","7/2235",0.299839461139645,0.610413785401875,0.493427041774945,7,"proliferation","TES-only",0.00313199105145414
"GO:0062099","negative regulation of programmed necrotic cell death","4/2235",0.304475088455643,0.610882049354657,0.49380556221881,4,"apoptosis","TES-only",0.00178970917225951
"GO:2000108","positive regulation of leukocyte apoptotic process","5/2235",0.304914402220988,0.610882049354657,0.49380556221881,5,"apoptosis","TES-only",0.00223713646532438
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","8/2235",0.319211902053966,0.635903484791584,0.514031600954939,8,"apoptosis","TES-only",0.00357941834451902
"GO:0030888","regulation of B cell proliferation","10/2235",0.328330881883941,0.648168521077895,0.523946024116324,10,"proliferation","TES-only",0.00447427293064877
"GO:0033047","regulation of mitotic sister chromatid segregation","10/2235",0.328330881883941,0.648168521077895,0.523946024116324,10,"proliferation","TES-only",0.00447427293064877
"GO:0010758","regulation of macrophage chemotaxis","5/2235",0.335888951025172,0.652253917846932,0.527248448292239,5,"migration","TES-only",0.00223713646532438
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","5/2235",0.335888951025172,0.652253917846932,0.527248448292239,5,"proliferation","TES-only",0.00223713646532438
"GO:0070242","thymocyte apoptotic process","4/2235",0.340194312938273,0.652253917846932,0.527248448292239,4,"apoptosis","TES-only",0.00178970917225951
"GO:2000269","regulation of fibroblast apoptotic process","4/2235",0.340194312938273,0.652253917846932,0.527248448292239,4,"apoptosis","TES-only",0.00178970917225951
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","3/2235",0.341866378888851,0.652253917846932,0.527248448292239,3,"apoptosis","TES-only",0.00134228187919463
"GO:0070243","regulation of thymocyte apoptotic process","3/2235",0.341866378888851,0.652253917846932,0.527248448292239,3,"apoptosis","TES-only",0.00134228187919463
"GO:0090026","positive regulation of monocyte chemotaxis","3/2235",0.341866378888851,0.652253917846932,0.527248448292239,3,"migration","TES-only",0.00134228187919463
"GO:0097531","mast cell migration","3/2235",0.341866378888851,0.652253917846932,0.527248448292239,3,"migration","TES-only",0.00134228187919463
"GO:1901722","regulation of cell proliferation involved in kidney development","3/2235",0.341866378888851,0.652253917846932,0.527248448292239,3,"proliferation","TES-only",0.00134228187919463
"GO:0045839","negative regulation of mitotic nuclear division","10/2235",0.349037451963358,0.662657028277406,0.535657786560357,10,"proliferation","TES-only",0.00447427293064877
"GO:0048662","negative regulation of smooth muscle cell proliferation","8/2235",0.366330293697123,0.685281252653346,0.553946043433395,8,"proliferation","TES-only",0.00357941834451902
"GO:0040018","positive regulation of multicellular organism growth","5/2235",0.367098077929991,0.685281252653346,0.553946043433395,5,"proliferation","TES-only",0.00223713646532438
"GO:0010659","cardiac muscle cell apoptotic process","7/2235",0.37600662151124,0.694560857921762,0.561447198036938,7,"apoptosis","TES-only",0.00313199105145414
"GO:0010818","T cell chemotaxis","4/2235",0.376020878254195,0.694560857921762,0.561447198036938,4,"migration","TES-only",0.00178970917225951
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","4/2235",0.376020878254195,0.694560857921762,0.561447198036938,4,"proliferation","TES-only",0.00178970917225951
"GO:0090025","regulation of monocyte chemotaxis","4/2235",0.376020878254195,0.694560857921762,0.561447198036938,4,"migration","TES-only",0.00178970917225951
"GO:1901988","negative regulation of cell cycle phase transition","40/2235",0.381982756401899,0.70007200953359,0.565902128940582,40,"proliferation","TES-only",0.0178970917225951
"GO:1901163","regulation of trophoblast cell migration","3/2235",0.384918903172865,0.70007200953359,0.565902128940582,3,"migration","TES-only",0.00134228187919463
"GO:2000402","negative regulation of lymphocyte migration","3/2235",0.384918903172865,0.70007200953359,0.565902128940582,3,"migration","TES-only",0.00134228187919463
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","5/2235",0.398332864627753,0.718386385211743,0.580706526267351,5,"apoptosis","TES-only",0.00223713646532438
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","11/2235",0.400830724296928,0.722191684880923,0.583782534384688,11,"proliferation","TES-only",0.00492170022371365
"GO:0010662","regulation of striated muscle cell apoptotic process","7/2235",0.40170538240385,0.722191684880923,0.583782534384688,7,"apoptosis","TES-only",0.00313199105145414
"GO:0030890","positive regulation of B cell proliferation","7/2235",0.40170538240385,0.722191684880923,0.583782534384688,7,"proliferation","TES-only",0.00313199105145414
"GO:0007346","regulation of mitotic cell cycle","73/2235",0.407082844131096,0.730306370541404,0.59034202802022,73,"proliferation","TES-only",0.032662192393736
"GO:0036336","dendritic cell migration","4/2235",0.411655247741644,0.735551582532821,0.594581987041957,4,"migration","TES-only",0.00178970917225951
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","4/2235",0.411655247741644,0.735551582532821,0.594581987041957,4,"proliferation","TES-only",0.00178970917225951
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","4/2235",0.411655247741644,0.735551582532821,0.594581987041957,4,"proliferation","TES-only",0.00178970917225951
"GO:0010965","regulation of mitotic sister chromatid separation","10/2235",0.412042751175876,0.735564160301656,0.594592154261992,10,"proliferation","TES-only",0.00447427293064877
"GO:0061450","trophoblast cell migration","3/2235",0.427269522178058,0.749546453870551,0.605894719698627,3,"migration","TES-only",0.00134228187919463
"GO:2000345","regulation of hepatocyte proliferation","3/2235",0.427269522178058,0.749546453870551,0.605894719698627,3,"proliferation","TES-only",0.00134228187919463
"GO:0010948","negative regulation of cell cycle process","45/2235",0.437774889436675,0.753378793101289,0.608992585203837,45,"proliferation","TES-only",0.0201342281879195
"GO:1902750","negative regulation of cell cycle G2/M phase transition","11/2235",0.440886263699786,0.753378793101289,0.608992585203837,11,"proliferation","TES-only",0.00492170022371365
"GO:0010624","regulation of Schwann cell proliferation","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"proliferation","TES-only",0.000894854586129754
"GO:0014010","Schwann cell proliferation","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"proliferation","TES-only",0.000894854586129754
"GO:0072124","regulation of glomerular mesangial cell proliferation","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"proliferation","TES-only",0.000894854586129754
"GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"proliferation","TES-only",0.000894854586129754
"GO:2000347","positive regulation of hepatocyte proliferation","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"proliferation","TES-only",0.000894854586129754
"GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/2235",0.446568187046223,0.753378793101289,0.608992585203837,2,"apoptosis","TES-only",0.000894854586129754
"GO:0045786","negative regulation of cell cycle","56/2235",0.447985199493677,0.754446619356367,0.609855760909847,56,"proliferation","TES-only",0.0250559284116331
"GO:0045840","positive regulation of mitotic nuclear division","7/2235",0.452898163258332,0.761173383627448,0.615293330431334,7,"proliferation","TES-only",0.00313199105145414
"GO:0071364","cellular response to epidermal growth factor stimulus","7/2235",0.452898163258332,0.761173383627448,0.615293330431334,7,"proliferation","TES-only",0.00313199105145414
"GO:0033048","negative regulation of mitotic sister chromatid segregation","8/2235",0.461454640517694,0.771307468300468,0.623485202143427,8,"proliferation","TES-only",0.00357941834451902
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","8/2235",0.461454640517694,0.771307468300468,0.623485202143427,8,"proliferation","TES-only",0.00357941834451902
"GO:2000816","negative regulation of mitotic sister chromatid separation","8/2235",0.461454640517694,0.771307468300468,0.623485202143427,8,"proliferation","TES-only",0.00357941834451902
"GO:0007088","regulation of mitotic nuclear division","18/2235",0.462836132436672,0.77339371020821,0.62517161257121,18,"proliferation","TES-only",0.00805369127516779
"GO:0090068","positive regulation of cell cycle process","37/2235",0.465827099004571,0.774551873192977,0.626107811833306,37,"proliferation","TES-only",0.0165548098434004
"GO:0033033","negative regulation of myeloid cell apoptotic process","3/2235",0.468532444413104,0.774551873192977,0.626107811833306,3,"apoptosis","TES-only",0.00134228187919463
"GO:1902969","mitotic DNA replication","3/2235",0.468532444413104,0.774551873192977,0.626107811833306,3,"proliferation","TES-only",0.00134228187919463
"GO:0070232","regulation of T cell apoptotic process","6/2235",0.470145426464527,0.775111845791431,0.626560464819425,6,"apoptosis","TES-only",0.00268456375838926
"GO:0051306","mitotic sister chromatid separation","10/2235",0.475081194531716,0.78258191658164,0.632598885018988,10,"proliferation","TES-only",0.00447427293064877
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","10/2235",0.475081194531716,0.78258191658164,0.632598885018988,10,"apoptosis","TES-only",0.00447427293064877
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","8/2235",0.48492186901912,0.791646841873716,0.639926503394833,8,"proliferation","TES-only",0.00357941834451902
"GO:1905562","regulation of vascular endothelial cell proliferation","5/2235",0.490345576574684,0.791869770197535,0.640106707161492,5,"proliferation","TES-only",0.00223713646532438
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","9/2235",0.490723136355169,0.791869770197535,0.640106707161492,9,"apoptosis","TES-only",0.00402684563758389
"GO:0010665","regulation of cardiac muscle cell apoptotic process","6/2235",0.497368436131199,0.791869770197535,0.640106707161492,6,"apoptosis","TES-only",0.00268456375838926
"GO:0001547","antral ovarian follicle growth","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:0002551","mast cell chemotaxis","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"migration","TES-only",0.000894854586129754
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:0030252","growth hormone secretion","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:0032817","regulation of natural killer cell proliferation","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:0070341","fat cell proliferation","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:0072110","glomerular mesangial cell proliferation","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"proliferation","TES-only",0.000894854586129754
"GO:2000271","positive regulation of fibroblast apoptotic process","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"apoptosis","TES-only",0.000894854586129754
"GO:2000672","negative regulation of motor neuron apoptotic process","2/2235",0.498331838141552,0.791869770197535,0.640106707161492,2,"apoptosis","TES-only",0.000894854586129754
"GO:0002689","negative regulation of leukocyte chemotaxis","3/2235",0.508400123306111,0.798678416894758,0.645610466215835,3,"migration","TES-only",0.00134228187919463
"GO:0051546","keratinocyte migration","3/2235",0.508400123306111,0.798678416894758,0.645610466215835,3,"migration","TES-only",0.00134228187919463
"GO:0071636","positive regulation of transforming growth factor beta production","3/2235",0.508400123306111,0.798678416894758,0.645610466215835,3,"proliferation","TES-only",0.00134228187919463
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","15/2235",0.515186772754454,0.805413283551437,0.651054585288221,15,"proliferation","TES-only",0.00671140939597315
"GO:0071676","negative regulation of mononuclear cell migration","5/2235",0.51992730015579,0.808899769555682,0.653872880871326,5,"migration","TES-only",0.00223713646532438
"GO:0101023","vascular endothelial cell proliferation","5/2235",0.51992730015579,0.808899769555682,0.653872880871326,5,"proliferation","TES-only",0.00223713646532438
"GO:1905521","regulation of macrophage migration","6/2235",0.524092704719401,0.812112660265168,0.656470016119974,6,"migration","TES-only",0.00268456375838926
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","7/2235",0.52771513005012,0.816417112374152,0.65994951334201,7,"proliferation","TES-only",0.00313199105145414
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","9/2235",0.533907838714908,0.824238877973507,0.666272225498004,9,"apoptosis","TES-only",0.00402684563758389
"GO:0000086","G2/M transition of mitotic cell cycle","20/2235",0.543252368939877,0.825399666959056,0.667210547483781,20,"proliferation","TES-only",0.00894854586129754
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","3/2235",0.546636067340574,0.825399666959056,0.667210547483781,3,"proliferation","TES-only",0.00134228187919463
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","3/2235",0.546636067340574,0.825399666959056,0.667210547483781,3,"proliferation","TES-only",0.00134228187919463
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","2/2235",0.546873766091101,0.825399666959056,0.667210547483781,2,"proliferation","TES-only",0.000894854586129754
"GO:0110075","regulation of ferroptosis","2/2235",0.546873766091101,0.825399666959056,0.667210547483781,2,"apoptosis","TES-only",0.000894854586129754
"GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","2/2235",0.546873766091101,0.825399666959056,0.667210547483781,2,"proliferation","TES-only",0.000894854586129754
"GO:0044342","type B pancreatic cell proliferation","4/2235",0.547470324595494,0.825399666959056,0.667210547483781,4,"proliferation","TES-only",0.00178970917225951
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","4/2235",0.547470324595494,0.825399666959056,0.667210547483781,4,"proliferation","TES-only",0.00178970917225951
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","15/2235",0.548082397707502,0.825399666959056,0.667210547483781,15,"proliferation","TES-only",0.00671140939597315
"GO:0000132","establishment of mitotic spindle orientation","5/2235",0.548748468240365,0.825399666959056,0.667210547483781,5,"proliferation","TES-only",0.00223713646532438
"GO:0002686","negative regulation of leukocyte migration","7/2235",0.551791706951846,0.827402249307318,0.668829331835715,7,"migration","TES-only",0.00313199105145414
"GO:0070228","regulation of lymphocyte apoptotic process","8/2235",0.553392677501424,0.828517689599447,0.669730996275124,8,"apoptosis","TES-only",0.00357941834451902
"GO:0007080","mitotic metaphase chromosome alignment","9/2235",0.554999873096663,0.829638985556867,0.670637394132538,9,"proliferation","TES-only",0.00402684563758389
"GO:1902808","positive regulation of cell cycle G1/S phase transition","9/2235",0.554999873096663,0.829638985556867,0.670637394132538,9,"proliferation","TES-only",0.00402684563758389
"GO:1901987","regulation of cell cycle phase transition","63/2235",0.561158070984832,0.836634060879344,0.676291852478511,63,"proliferation","TES-only",0.0281879194630872
"GO:0007094","mitotic spindle assembly checkpoint signaling","7/2235",0.5753203961648,0.848456400644407,0.685848422589871,7,"proliferation","TES-only",0.00313199105145414
"GO:0070849","response to epidermal growth factor","7/2235",0.5753203961648,0.848456400644407,0.685848422589871,7,"proliferation","TES-only",0.00313199105145414
"GO:0071174","mitotic spindle checkpoint signaling","7/2235",0.5753203961648,0.848456400644407,0.685848422589871,7,"proliferation","TES-only",0.00313199105145414
"GO:0044818","mitotic G2/M transition checkpoint","8/2235",0.575369530358833,0.848456400644407,0.685848422589871,8,"proliferation","TES-only",0.00357941834451902
"GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/2235",0.576707279775923,0.848456400644407,0.685848422589871,5,"apoptosis","TES-only",0.00223713646532438
"GO:0007097","nuclear migration","4/2235",0.578839410972103,0.848456400644407,0.685848422589871,4,"migration","TES-only",0.00178970917225951
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","15/2235",0.580200857735191,0.848456400644407,0.685848422589871,15,"apoptosis","TES-only",0.00671140939597315
"GO:2000353","positive regulation of endothelial cell apoptotic process","3/2235",0.583066965176275,0.848456400644407,0.685848422589871,3,"apoptosis","TES-only",0.00134228187919463
"GO:0044839","cell cycle G2/M phase transition","22/2235",0.587021629559794,0.848456400644407,0.685848422589871,22,"proliferation","TES-only",0.00984340044742729
"GO:0001787","natural killer cell proliferation","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0030889","negative regulation of B cell proliferation","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0033262","regulation of nuclear cell cycle DNA replication","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0034088","maintenance of mitotic sister chromatid cohesion","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0051451","myoblast migration","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"migration","TES-only",0.000894854586129754
"GO:0051782","negative regulation of cell division","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"proliferation","TES-only",0.000894854586129754
"GO:0097707","ferroptosis","2/2235",0.592017767828951,0.848456400644407,0.685848422589871,2,"apoptosis","TES-only",0.000894854586129754
"GO:0000281","mitotic cytokinesis","13/2235",0.611871438925246,0.865996668073798,0.70002707070793,13,"proliferation","TES-only",0.0058165548098434
"GO:0042104","positive regulation of activated T cell proliferation","3/2235",0.617574646329954,0.868384243218683,0.701957063393106,3,"proliferation","TES-only",0.00134228187919463
"GO:0097049","motor neuron apoptotic process","3/2235",0.617574646329954,0.868384243218683,0.701957063393106,3,"apoptosis","TES-only",0.00134228187919463
"GO:1905564","positive regulation of vascular endothelial cell proliferation","3/2235",0.617574646329954,0.868384243218683,0.701957063393106,3,"proliferation","TES-only",0.00134228187919463
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","6/2235",0.624325469648651,0.876352304927922,0.708398033783841,6,"apoptosis","TES-only",0.00268456375838926
"GO:0002903","negative regulation of B cell apoptotic process","2/2235",0.633709665985634,0.87931006285088,0.71078893283808,2,"apoptosis","TES-only",0.000894854586129754
"GO:0007176","regulation of epidermal growth factor-activated receptor activity","2/2235",0.633709665985634,0.87931006285088,0.71078893283808,2,"proliferation","TES-only",0.000894854586129754
"GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","2/2235",0.633709665985634,0.87931006285088,0.71078893283808,2,"proliferation","TES-only",0.000894854586129754
"GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","2/2235",0.633709665985634,0.87931006285088,0.71078893283808,2,"apoptosis","TES-only",0.000894854586129754
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","4/2235",0.637647647249005,0.88220139665934,0.713126138061833,4,"apoptosis","TES-only",0.00178970917225951
"GO:1902749","regulation of cell cycle G2/M phase transition","16/2235",0.64048853243192,0.88490554742857,0.715312034164583,16,"proliferation","TES-only",0.00715883668903803
"GO:0001832","blastocyst growth","3/2235",0.65008823558074,0.892006568811992,0.721052133845483,3,"proliferation","TES-only",0.00134228187919463
"GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","3/2235",0.65008823558074,0.892006568811992,0.721052133845483,3,"apoptosis","TES-only",0.00134228187919463
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","5/2235",0.654651510815236,0.895513859134049,0.723887246566798,5,"proliferation","TES-only",0.00223713646532438
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","5/2235",0.654651510815236,0.895513859134049,0.723887246566798,5,"apoptosis","TES-only",0.00223713646532438
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","5/2235",0.654651510815236,0.895513859134049,0.723887246566798,5,"apoptosis","TES-only",0.00223713646532438
"GO:0042130","negative regulation of T cell proliferation","8/2235",0.657778474281917,0.89936707940479,0.727001991228482,8,"proliferation","TES-only",0.00357941834451902
"GO:0031571","mitotic G1 DNA damage checkpoint signaling","4/2235",0.66495905577178,0.905343315370029,0.731832872351744,4,"proliferation","TES-only",0.00178970917225951
"GO:0044819","mitotic G1/S transition checkpoint signaling","4/2235",0.66495905577178,0.905343315370029,0.731832872351744,4,"proliferation","TES-only",0.00178970917225951
"GO:0001833","inner cell mass cell proliferation","2/2235",0.671985167956829,0.906187857277287,0.732515556499644,2,"proliferation","TES-only",0.000894854586129754
"GO:0002407","dendritic cell chemotaxis","2/2235",0.671985167956829,0.906187857277287,0.732515556499644,2,"migration","TES-only",0.000894854586129754
"GO:0046642","negative regulation of alpha-beta T cell proliferation","2/2235",0.671985167956829,0.906187857277287,0.732515556499644,2,"proliferation","TES-only",0.000894854586129754
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/2235",0.671985167956829,0.906187857277287,0.732515556499644,2,"apoptosis","TES-only",0.000894854586129754
"GO:2000671","regulation of motor neuron apoptotic process","2/2235",0.671985167956829,0.906187857277287,0.732515556499644,2,"apoptosis","TES-only",0.000894854586129754
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","8/2235",0.67683549513838,0.911416549084108,0.736742161455647,8,"apoptosis","TES-only",0.00357941834451902
"GO:0040001","establishment of mitotic spindle localization","5/2235",0.678482279706757,0.911416549084108,0.736742161455647,5,"proliferation","TES-only",0.00223713646532438
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","3/2235",0.680576736910909,0.911416549084108,0.736742161455647,3,"apoptosis","TES-only",0.00134228187919463
"GO:0007064","mitotic sister chromatid cohesion","4/2235",0.690827719356535,0.920527838414401,0.744107258130261,4,"proliferation","TES-only",0.00178970917225951
"GO:0032720","negative regulation of tumor necrosis factor production","8/2235",0.695225777710714,0.925903446778908,0.74845262285903,8,"apoptosis","TES-only",0.00357941834451902
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","5/2235",0.701186628969603,0.930190192006876,0.751917806751111,5,"apoptosis","TES-only",0.00223713646532438
"GO:0050672","negative regulation of lymphocyte proliferation","9/2235",0.706477396859198,0.930190192006876,0.751917806751111,9,"proliferation","TES-only",0.00402684563758389
"GO:0006309","apoptotic DNA fragmentation","2/2235",0.706944545925225,0.930190192006876,0.751917806751111,2,"apoptosis","TES-only",0.000894854586129754
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","2/2235",0.706944545925225,0.930190192006876,0.751917806751111,2,"proliferation","TES-only",0.000894854586129754
"GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","4/2235",0.715242064956641,0.934535701002144,0.755430492243838,4,"apoptosis","TES-only",0.00178970917225951
"GO:0045787","positive regulation of cell cycle","45/2235",0.718185393245332,0.937325670752233,0.757685759987377,45,"proliferation","TES-only",0.0201342281879195
"GO:1901992","positive regulation of mitotic cell cycle phase transition","12/2235",0.721920557131945,0.939832074312553,0.759711807438859,12,"proliferation","TES-only",0.00536912751677852
"GO:0032945","negative regulation of mononuclear cell proliferation","9/2235",0.722860497156603,0.939832074312553,0.759711807438859,9,"proliferation","TES-only",0.00402684563758389
"GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","8/2235",0.729949989150364,0.945421533878129,0.764230038456114,8,"apoptosis","TES-only",0.00357941834451902
"GO:0045931","positive regulation of mitotic cell cycle","16/2235",0.733036418917758,0.945421533878129,0.764230038456114,16,"proliferation","TES-only",0.00715883668903803
"GO:0001783","B cell apoptotic process","3/2235",0.735513489112707,0.945421533878129,0.764230038456114,3,"apoptosis","TES-only",0.00134228187919463
"GO:0051446","positive regulation of meiotic cell cycle","3/2235",0.735513489112707,0.945421533878129,0.764230038456114,3,"proliferation","TES-only",0.00134228187919463
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","2/2235",0.738732826126842,0.945421533878129,0.764230038456114,2,"proliferation","TES-only",0.000894854586129754
"GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/2235",0.738732826126842,0.945421533878129,0.764230038456114,2,"apoptosis","TES-only",0.000894854586129754
"GO:0008637","apoptotic mitochondrial changes","13/2235",0.74443848223763,0.949789528591785,0.767760900244612,13,"apoptosis","TES-only",0.0058165548098434
"GO:0046006","regulation of activated T cell proliferation","4/2235",0.759739954881212,0.962707355035128,0.778203005322406,4,"proliferation","TES-only",0.00178970917225951
"GO:0062098","regulation of programmed necrotic cell death","4/2235",0.759739954881212,0.962707355035128,0.778203005322406,4,"apoptosis","TES-only",0.00178970917225951
"GO:0060236","regulation of mitotic spindle organization","5/2235",0.762472030019968,0.963472281942443,0.77882133280792,5,"proliferation","TES-only",0.00223713646532438
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","10/2235",0.774604344533669,0.970192609444864,0.784253699177391,10,"apoptosis","TES-only",0.00447427293064877
"GO:0010664","negative regulation of striated muscle cell apoptotic process","3/2235",0.782691039325743,0.970192609444864,0.784253699177391,3,"apoptosis","TES-only",0.00134228187919463
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","3/2235",0.782691039325743,0.970192609444864,0.784253699177391,3,"proliferation","TES-only",0.00134228187919463
"GO:1901989","positive regulation of cell cycle phase transition","14/2235",0.787398933630314,0.970192609444864,0.784253699177391,14,"proliferation","TES-only",0.00626398210290828
"GO:0002902","regulation of B cell apoptotic process","2/2235",0.793511278289887,0.970192609444864,0.784253699177391,2,"apoptosis","TES-only",0.000894854586129754
"GO:0097284","hepatocyte apoptotic process","2/2235",0.793511278289887,0.970192609444864,0.784253699177391,2,"apoptosis","TES-only",0.000894854586129754
"GO:1901978","positive regulation of cell cycle checkpoint","2/2235",0.793511278289887,0.970192609444864,0.784253699177391,2,"proliferation","TES-only",0.000894854586129754
"GO:0070664","negative regulation of leukocyte proliferation","9/2235",0.795487741585546,0.970192609444864,0.784253699177391,9,"proliferation","TES-only",0.00402684563758389
"GO:1902093","positive regulation of flagellated sperm motility","1/2235",0.797397838449261,0.970192609444864,0.784253699177391,1,"migration","TES-only",0.000447427293064877
"GO:2000155","positive regulation of cilium-dependent cell motility","1/2235",0.797397838449261,0.970192609444864,0.784253699177391,1,"migration","TES-only",0.000447427293064877
"GO:0044786","cell cycle DNA replication","5/2235",0.797732509386647,0.970192609444864,0.784253699177391,5,"proliferation","TES-only",0.00223713646532438
"GO:0097300","programmed necrotic cell death","6/2235",0.813758519252201,0.976865990061927,0.789648116104505,6,"apoptosis","TES-only",0.00268456375838926
"GO:0050798","activated T cell proliferation","4/2235",0.816094021360483,0.976865990061927,0.789648116104505,4,"proliferation","TES-only",0.00178970917225951
"GO:1901970","positive regulation of mitotic sister chromatid separation","2/2235",0.816893979746955,0.976865990061927,0.789648116104505,2,"proliferation","TES-only",0.000894854586129754
"GO:0033314","mitotic DNA replication checkpoint signaling","1/2235",0.827304438480032,0.976865990061927,0.789648116104505,1,"proliferation","TES-only",0.000447427293064877
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","1/2235",0.827304438480032,0.976865990061927,0.789648116104505,1,"migration","TES-only",0.000447427293064877
"GO:0071888","macrophage apoptotic process","1/2235",0.827304438480032,0.976865990061927,0.789648116104505,1,"apoptosis","TES-only",0.000447427293064877
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","20/2235",0.828360016852276,0.977361782355039,0.790048889039808,20,"proliferation","TES-only",0.00894854586129754
"GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/2235",0.837874962211902,0.977939414242576,0.790515816885015,2,"apoptosis","TES-only",0.000894854586129754
"GO:0010458","exit from mitosis","3/2235",0.840209979636062,0.977939414242576,0.790515816885015,3,"proliferation","TES-only",0.00134228187919463
"GO:1902751","positive regulation of cell cycle G2/M phase transition","3/2235",0.840209979636062,0.977939414242576,0.790515816885015,3,"proliferation","TES-only",0.00134228187919463
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","5/2235",0.84272469165547,0.977939414242576,0.790515816885015,5,"apoptosis","TES-only",0.00223713646532438
