"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","pathway_category","target_group"
"GO:0070665","positive regulation of leukocyte proliferation","28/1739","136/15151",0.205882352941176,1.79374556032879,3.34809236190542,0.00146615966604666,0.0199975719835306,0.016026846551927,"ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000135046/ENSG00000104312/ENSG00000081189/ENSG00000184371/ENSG00000096968/ENSG00000197646/ENSG00000185950/ENSG00000117586/ENSG00000138814/ENSG00000125726/ENSG00000113494/ENSG00000071051/ENSG00000169398/ENSG00000171552/ENSG00000168811/ENSG00000164690/ENSG00000134215/ENSG00000109743/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",28,"proliferation","Shared"
"GO:0001935","endothelial cell proliferation","31/1739","156/15151",0.198717948717949,1.73132584302797,3.30604925525173,0.0015437538592723,0.0209551660227537,0.0167943003577344,"ENSG00000137801/ENSG00000259207/ENSG00000105974/ENSG00000184304/ENSG00000144810/ENSG00000112902/ENSG00000169554/ENSG00000134013/ENSG00000099250/ENSG00000128052/ENSG00000137573/ENSG00000140285/ENSG00000171951/ENSG00000138685/ENSG00000108691/ENSG00000081189/ENSG00000140945/ENSG00000075711/ENSG00000178607/ENSG00000168610/ENSG00000051382/ENSG00000118257/ENSG00000168811/ENSG00000253008/ENSG00000113140/ENSG00000114251/ENSG00000207725/ENSG00000107798/ENSG00000105971/ENSG00000189403/ENSG00000141564",31,"proliferation","Shared"
"GO:0001755","neural crest cell migration","14/1739","52/15151",0.269230769230769,2.34566727119919,3.50005286570275,0.00169954838991938,0.0224406845741759,0.0179848537855852,"ENSG00000075223/ENSG00000092421/ENSG00000049130/ENSG00000115414/ENSG00000112902/ENSG00000099250/ENSG00000075213/ENSG00000078401/ENSG00000115170/ENSG00000164093/ENSG00000118257/ENSG00000178568/ENSG00000110880/ENSG00000164690",14,"migration","Shared"
"GO:0050900","leukocyte migration","54/1739","316/15151",0.170886075949367,1.48884125170147,3.16210981701427,0.00174878628814664,0.022786856916053,0.0182622900167614,"ENSG00000137801/ENSG00000259207/ENSG00000124126/ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000111913/ENSG00000182621/ENSG00000177119/ENSG00000127955/ENSG00000091409/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000143322/ENSG00000135046/ENSG00000184588/ENSG00000143669/ENSG00000078401/ENSG00000171951/ENSG00000108691/ENSG00000100345/ENSG00000184371/ENSG00000172939/ENSG00000115310/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000110080/ENSG00000182197/ENSG00000092969/ENSG00000169398/ENSG00000115904/ENSG00000120899/ENSG00000151490/ENSG00000170962/ENSG00000138135/ENSG00000168811/ENSG00000151491/ENSG00000134215/ENSG00000107862/ENSG00000136141/ENSG00000114251/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000115008/ENSG00000166086/ENSG00000169429/ENSG00000147573",54,"migration","Shared"
"GO:0010464","regulation of mesenchymal cell proliferation","10/1739","31/15151",0.32258064516129,2.81047691480087,3.63335035580354,0.00176443246445817,0.022786856916053,0.0182622900167614,"ENSG00000147862/ENSG00000116132/ENSG00000131018/ENSG00000128052/ENSG00000163513/ENSG00000185950/ENSG00000136997/ENSG00000164690/ENSG00000114251/ENSG00000107779",10,"proliferation","Shared"
"GO:0010633","negative regulation of epithelial cell migration","7/1739","17/15151",0.411764705882353,3.58749112065758,3.84357888634995,0.00177507768010141,0.022786856916053,0.0182622900167614,"ENSG00000171444/ENSG00000143507/ENSG00000070087/ENSG00000196405/ENSG00000144724/ENSG00000153233/ENSG00000110880",7,"migration","Shared"
"GO:0002685","regulation of leukocyte migration","37/1739","198/15151",0.186868686868687,1.62808940468515,3.20331192743631,0.00185408161486613,0.0235875764187229,0.0189040183531312,"ENSG00000137801/ENSG00000259207/ENSG00000115353/ENSG00000049130/ENSG00000111913/ENSG00000182621/ENSG00000177119/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000143322/ENSG00000135046/ENSG00000078401/ENSG00000108691/ENSG00000184371/ENSG00000172939/ENSG00000115310/ENSG00000149177/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000110080/ENSG00000169398/ENSG00000120899/ENSG00000170962/ENSG00000168811/ENSG00000136141/ENSG00000114251/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000115008/ENSG00000166086/ENSG00000169429",37,"migration","Shared"
"GO:2001028","positive regulation of endothelial cell chemotaxis","6/1739","13/15151",0.461538461538462,4.02114389348432,3.92390217312667,0.00190014669694677,0.0240120987939332,0.019244247405486,"ENSG00000184304/ENSG00000112902/ENSG00000105976/ENSG00000128052/ENSG00000138685/ENSG00000205542",6,"migration","Shared"
"GO:0050671","positive regulation of lymphocyte proliferation","25/1739","119/15151",0.210084033613445,1.8303526125804,3.27443963584344,0.00191410450660198,0.0241347310454659,0.0193425297509253,"ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000135046/ENSG00000104312/ENSG00000081189/ENSG00000096968/ENSG00000197646/ENSG00000185950/ENSG00000117586/ENSG00000138814/ENSG00000125726/ENSG00000113494/ENSG00000071051/ENSG00000168811/ENSG00000164690/ENSG00000134215/ENSG00000109743/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",25,"proliferation","Shared"
"GO:0051781","positive regulation of cell division","19/1739","82/15151",0.231707317073171,2.01874500343623,3.33073082618027,0.00199892775573405,0.0245196496556569,0.0196510187767727,"ENSG00000163235/ENSG00000150630/ENSG00000145431/ENSG00000140285/ENSG00000121691/ENSG00000149295/ENSG00000138685/ENSG00000122966/ENSG00000144283/ENSG00000213626/ENSG00000092969/ENSG00000174808/ENSG00000170962/ENSG00000140443/ENSG00000113578/ENSG00000164690/ENSG00000115561/ENSG00000171132/ENSG00000115008",19,"proliferation","Shared"
"GO:0010761","fibroblast migration","14/1739","53/15151",0.264150943396226,2.30140939815769,3.41744471825222,0.00206987021368996,0.0252568679408104,0.0202418547213144,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000150347/ENSG00000169554/ENSG00000138685/ENSG00000166224/ENSG00000107372/ENSG00000169398/ENSG00000120063/ENSG00000110880/ENSG00000092871/ENSG00000143398/ENSG00000171132",14,"migration","Shared"
"GO:0040014","regulation of multicellular organism growth","15/1739","59/15151",0.254237288135593,2.21503689047865,3.36706427310847,0.00220025060526138,0.026562174328198,0.0212879789803564,"ENSG00000075426/ENSG00000149295/ENSG00000184371/ENSG00000113739/ENSG00000120756/ENSG00000108557/ENSG00000166224/ENSG00000043591/ENSG00000168610/ENSG00000118260/ENSG00000168389/ENSG00000141385/ENSG00000132932/ENSG00000084073/ENSG00000140718",15,"proliferation","Shared"
"GO:0071677","positive regulation of mononuclear cell migration","18/1739","77/15151",0.233766233766234,2.03668327072582,3.2838743570886,0.00233600292491295,0.0277871710607046,0.0222697398998653,"ENSG00000137801/ENSG00000259207/ENSG00000177119/ENSG00000143322/ENSG00000184371/ENSG00000172939/ENSG00000115310/ENSG00000149177/ENSG00000137845/ENSG00000156234/ENSG00000169398/ENSG00000120899/ENSG00000170962/ENSG00000168811/ENSG00000114251/ENSG00000189403/ENSG00000106366/ENSG00000166086",18,"migration","Shared"
"GO:0097530","granulocyte migration","23/1739","108/15151",0.212962962962963,1.8554352224565,3.21248503588632,0.00236584022956825,0.0280245876045307,0.0224600149252496,"ENSG00000137801/ENSG00000124126/ENSG00000111913/ENSG00000145147/ENSG00000135046/ENSG00000184588/ENSG00000078401/ENSG00000171951/ENSG00000108691/ENSG00000184371/ENSG00000115310/ENSG00000149177/ENSG00000156234/ENSG00000092969/ENSG00000169398/ENSG00000134215/ENSG00000107862/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000115008/ENSG00000166086/ENSG00000169429",23,"migration","Shared"
"GO:0043535","regulation of blood vessel endothelial cell migration","22/1739","102/15151",0.215686274509804,1.87916201558254,3.20792728792641,0.00246137602664964,0.0290955157816877,0.0233182991998387,"ENSG00000137801/ENSG00000126785/ENSG00000184304/ENSG00000048052/ENSG00000134954/ENSG00000126016/ENSG00000133121/ENSG00000137764/ENSG00000099250/ENSG00000128052/ENSG00000150630/ENSG00000145632/ENSG00000166068/ENSG00000135046/ENSG00000138685/ENSG00000081189/ENSG00000154188/ENSG00000205542/ENSG00000253008/ENSG00000109458/ENSG00000189403/ENSG00000207935",22,"migration","Shared"
"GO:0035264","multicellular organism growth","29/1739","149/15151",0.194630872483221,1.6957172794671,3.07298668649548,0.00296394802278332,0.0331463514684718,0.0265647994255975,"ENSG00000150347/ENSG00000077092/ENSG00000075391/ENSG00000075426/ENSG00000169083/ENSG00000149295/ENSG00000184371/ENSG00000134250/ENSG00000113739/ENSG00000120756/ENSG00000177565/ENSG00000139174/ENSG00000110436/ENSG00000108557/ENSG00000166224/ENSG00000182197/ENSG00000043591/ENSG00000115904/ENSG00000149311/ENSG00000168610/ENSG00000181690/ENSG00000018408/ENSG00000034053/ENSG00000118260/ENSG00000168389/ENSG00000141385/ENSG00000132932/ENSG00000084073/ENSG00000140718",29,"proliferation","Shared"
"GO:0014856","skeletal muscle cell proliferation","8/1739","23/15151",0.347826086956522,3.03042728204615,3.50889146732197,0.00296966177092221,0.0331463514684718,0.0265647994255975,"ENSG00000080986/ENSG00000138685/ENSG00000096968/ENSG00000154188/ENSG00000114030/ENSG00000164690/ENSG00000145794/ENSG00000105971",8,"proliferation","Shared"
"GO:0060252","positive regulation of glial cell proliferation","8/1739","23/15151",0.347826086956522,3.03042728204615,3.50889146732197,0.00296966177092221,0.0331463514684718,0.0265647994255975,"ENSG00000146648/ENSG00000136244/ENSG00000027075/ENSG00000150630/ENSG00000207971/ENSG00000181690/ENSG00000207725/ENSG00000244405",8,"proliferation","Shared"
"GO:2000647","negative regulation of stem cell proliferation","8/1739","23/15151",0.347826086956522,3.03042728204615,3.50889146732197,0.00296966177092221,0.0331463514684718,0.0265647994255975,"ENSG00000077092/ENSG00000147862/ENSG00000156535/ENSG00000138685/ENSG00000168214/ENSG00000019549/ENSG00000207725/ENSG00000106571",8,"proliferation","Shared"
"GO:1902807","negative regulation of cell cycle G1/S phase transition","17/1739","74/15151",0.22972972972973,2.00151531635143,3.10974890031682,0.00369827725055208,0.0389314009640677,0.0312011673125378,"ENSG00000166483/ENSG00000118762/ENSG00000145632/ENSG00000022267/ENSG00000169372/ENSG00000108691/ENSG00000115170/ENSG00000172716/ENSG00000075711/ENSG00000205542/ENSG00000134982/ENSG00000106462/ENSG00000149311/ENSG00000134371/ENSG00000166164/ENSG00000175215/ENSG00000176390",17,"proliferation","Shared"
"GO:0071622","regulation of granulocyte chemotaxis","12/1739","45/15151",0.266666666666667,2.32332758290205,3.20116615516549,0.00387538613465155,0.0401991607459102,0.0322172002341859,"ENSG00000137801/ENSG00000111913/ENSG00000145147/ENSG00000078401/ENSG00000184371/ENSG00000149177/ENSG00000169398/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000166086/ENSG00000169429",12,"migration","Shared"
"GO:0090049","regulation of cell migration involved in sprouting angiogenesis","12/1739","45/15151",0.266666666666667,2.32332758290205,3.20116615516549,0.00387538613465155,0.0401991607459102,0.0322172002341859,"ENSG00000137801/ENSG00000126785/ENSG00000048052/ENSG00000133121/ENSG00000137764/ENSG00000099250/ENSG00000128052/ENSG00000145632/ENSG00000166068/ENSG00000135046/ENSG00000138685/ENSG00000253008",12,"migration","Shared"
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","16/1739","69/15151",0.231884057971014,2.02028485469744,3.05862231090836,0.00433792855803247,0.0437960972211321,0.0350999276469381,"ENSG00000166483/ENSG00000118762/ENSG00000145632/ENSG00000022267/ENSG00000169372/ENSG00000108691/ENSG00000115170/ENSG00000172716/ENSG00000075711/ENSG00000134982/ENSG00000106462/ENSG00000149311/ENSG00000134371/ENSG00000166164/ENSG00000175215/ENSG00000176390",16,"proliferation","Shared"
"GO:2001222","regulation of neuron migration","12/1739","46/15151",0.260869565217391,2.27282046153461,3.1131140706319,0.00470631656553077,0.0467664451713163,0.0374804821883914,"ENSG00000182168/ENSG00000092421/ENSG00000152580/ENSG00000149295/ENSG00000066032/ENSG00000187164/ENSG00000171943/ENSG00000168038/ENSG00000168610/ENSG00000180357/ENSG00000178568/ENSG00000109756",12,"migration","Shared"
"GO:0060736","prostate gland growth","5/1739","11/15151",0.454545454545455,3.96021747085577,3.53644051580388,0.00504121747892986,0.0489578033450038,0.0392367234570277,"ENSG00000169083/ENSG00000113494/ENSG00000181690/ENSG00000164690/ENSG00000091831",5,"proliferation","Shared"
"GO:0043534","blood vessel endothelial cell migration","25/1739","128/15151",0.1953125,1.70165594450834,2.87051747571352,0.00528042804039509,0.0505324659965006,0.0404987204988373,"ENSG00000137801/ENSG00000126785/ENSG00000184304/ENSG00000048052/ENSG00000134954/ENSG00000126016/ENSG00000133121/ENSG00000137764/ENSG00000099250/ENSG00000128052/ENSG00000145147/ENSG00000150630/ENSG00000145632/ENSG00000166068/ENSG00000135046/ENSG00000138685/ENSG00000081189/ENSG00000100345/ENSG00000154188/ENSG00000205542/ENSG00000120899/ENSG00000253008/ENSG00000109458/ENSG00000189403/ENSG00000207935",25,"migration","Shared"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","11/1739","41/15151",0.268292682926829,2.33749421450511,3.08788375931952,0.00531686327104527,0.0505324659965006,0.0404987204988373,"ENSG00000162733/ENSG00000197442/ENSG00000078401/ENSG00000138685/ENSG00000096968/ENSG00000178607/ENSG00000064989/ENSG00000207725/ENSG00000152661/ENSG00000177606/ENSG00000107779",11,"proliferation","Shared"
"GO:0042102","positive regulation of T cell proliferation","18/1739","83/15151",0.216867469879518,1.88945315476974,2.92579339601799,0.00549015178551237,0.0518321484708772,0.0415403375311559,"ENSG00000162692/ENSG00000049130/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000135046/ENSG00000104312/ENSG00000096968/ENSG00000197646/ENSG00000117586/ENSG00000138814/ENSG00000125726/ENSG00000071051/ENSG00000164690/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",18,"proliferation","Shared"
"GO:0048145","regulation of fibroblast proliferation","18/1739","83/15151",0.216867469879518,1.88945315476974,2.92579339601799,0.00549015178551237,0.0518321484708772,0.0415403375311559,"ENSG00000162733/ENSG00000259207/ENSG00000105974/ENSG00000105810/ENSG00000115414/ENSG00000075426/ENSG00000146648/ENSG00000145431/ENSG00000177425/ENSG00000276644/ENSG00000136997/ENSG00000174808/ENSG00000170962/ENSG00000134371/ENSG00000114251/ENSG00000091831/ENSG00000159256/ENSG00000084073",18,"proliferation","Shared"
"GO:0030307","positive regulation of cell growth","28/1739","149/15151",0.187919463087248,1.6372442698303,2.81471111186719,0.00574514167425166,0.0534392358355802,0.0428283210228941,"ENSG00000115414/ENSG00000112902/ENSG00000137764/ENSG00000099250/ENSG00000146648/ENSG00000131711/ENSG00000187079/ENSG00000078401/ENSG00000151320/ENSG00000187164/ENSG00000179242/ENSG00000008086/ENSG00000137845/ENSG00000092969/ENSG00000105887/ENSG00000120899/ENSG00000198742/ENSG00000177189/ENSG00000171517/ENSG00000067715/ENSG00000101665/ENSG00000137693/ENSG00000184349/ENSG00000168389/ENSG00000121864/ENSG00000141564/ENSG00000156239/ENSG00000127603",28,"proliferation","Shared"
"GO:0048146","positive regulation of fibroblast proliferation","12/1739","48/15151",0.25,2.17811960897067,2.94366054652161,0.00679190966991345,0.0611703102652205,0.0490243103993753,"ENSG00000162733/ENSG00000259207/ENSG00000105810/ENSG00000115414/ENSG00000075426/ENSG00000146648/ENSG00000145431/ENSG00000136997/ENSG00000174808/ENSG00000170962/ENSG00000114251/ENSG00000091831",12,"proliferation","Shared"
"GO:0010657","muscle cell apoptotic process","17/1739","79/15151",0.215189873417722,1.87483713177222,2.80714370588558,0.00742151343169943,0.0650844933716578,0.0521612918326552,"ENSG00000145349/ENSG00000137764/ENSG00000197442/ENSG00000125618/ENSG00000078401/ENSG00000096968/ENSG00000150907/ENSG00000120899/ENSG00000162909/ENSG00000140443/ENSG00000168811/ENSG00000120868/ENSG00000070018/ENSG00000091831/ENSG00000141646/ENSG00000151929/ENSG00000115252",17,"apoptosis","Shared"
"GO:0010421","hydrogen peroxide-mediated programmed cell death","5/1739","12/15151",0.416666666666667,3.63019934828445,3.2820109780358,0.00783301402495475,0.0674423696169852,0.0540509872818537,"ENSG00000162733/ENSG00000105976/ENSG00000177425/ENSG00000114861/ENSG00000158828",5,"apoptosis","Shared"
"GO:0048008","platelet-derived growth factor receptor signaling pathway","13/1739","55/15151",0.236363636363636,2.059313084845,2.83389707544133,0.00815497546779177,0.0691501332779534,0.0554196567465185,"ENSG00000259207/ENSG00000150347/ENSG00000099250/ENSG00000145431/ENSG00000096968/ENSG00000243244/ENSG00000149177/ENSG00000166224/ENSG00000107372/ENSG00000170962/ENSG00000127947/ENSG00000114423/ENSG00000157483",13,"proliferation","Shared"
"GO:0032943","mononuclear cell proliferation","42/1739","252/15151",0.166666666666667,1.45207973931378,2.60583005737307,0.00825053160848085,0.0695727308350085,0.0557583431733367,"ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000111913/ENSG00000075426/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000134061/ENSG00000177425/ENSG00000135046/ENSG00000104312/ENSG00000081189/ENSG00000184371/ENSG00000096968/ENSG00000168685/ENSG00000197646/ENSG00000107338/ENSG00000134516/ENSG00000075711/ENSG00000185950/ENSG00000117586/ENSG00000125347/ENSG00000138814/ENSG00000154822/ENSG00000125726/ENSG00000113494/ENSG00000071051/ENSG00000115904/ENSG00000149311/ENSG00000171552/ENSG00000168811/ENSG00000164690/ENSG00000134215/ENSG00000114423/ENSG00000152661/ENSG00000109743/ENSG00000107798/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",42,"proliferation","Shared"
"GO:2001233","regulation of apoptotic signaling pathway","57/1739","363/15151",0.15702479338843,1.36807512629563,2.55590316863229,0.00857695725692627,0.0719906146091711,0.0576961310338236,"ENSG00000137801/ENSG00000105974/ENSG00000112319/ENSG00000138696/ENSG00000137764/ENSG00000099250/ENSG00000064655/ENSG00000148411/ENSG00000155792/ENSG00000091409/ENSG00000169083/ENSG00000074800/ENSG00000157240/ENSG00000163131/ENSG00000171951/ENSG00000162772/ENSG00000138685/ENSG00000169372/ENSG00000136943/ENSG00000096968/ENSG00000115170/ENSG00000026103/ENSG00000026508/ENSG00000186153/ENSG00000158828/ENSG00000148737/ENSG00000111907/ENSG00000004487/ENSG00000136997/ENSG00000182010/ENSG00000166289/ENSG00000180370/ENSG00000109861/ENSG00000141682/ENSG00000105176/ENSG00000071051/ENSG00000001084/ENSG00000051382/ENSG00000171552/ENSG00000120868/ENSG00000198836/ENSG00000092871/ENSG00000158161/ENSG00000137693/ENSG00000019549/ENSG00000114251/ENSG00000035664/ENSG00000207725/ENSG00000082701/ENSG00000138448/ENSG00000158092/ENSG00000106366/ENSG00000121858/ENSG00000115008/ENSG00000137275/ENSG00000016402/ENSG00000081237",57,"apoptosis","Shared"
"GO:0010660","regulation of muscle cell apoptotic process","16/1739","74/15151",0.216216216216216,1.88377912127193,2.74417286049171,0.00880814521729198,0.0737130028951544,0.0590765212524474,"ENSG00000145349/ENSG00000137764/ENSG00000197442/ENSG00000125618/ENSG00000078401/ENSG00000096968/ENSG00000150907/ENSG00000120899/ENSG00000162909/ENSG00000140443/ENSG00000168811/ENSG00000070018/ENSG00000091831/ENSG00000141646/ENSG00000151929/ENSG00000115252",16,"apoptosis","Shared"
"GO:0010762","regulation of fibroblast migration","10/1739","38/15151",0.263157894736842,2.29275748312702,2.8730478063852,0.00892277573246455,0.0740172945994209,0.0593203926812048,"ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000169554/ENSG00000138685/ENSG00000169398/ENSG00000120063/ENSG00000110880/ENSG00000092871/ENSG00000171132",10,"migration","Shared"
"GO:0060251","regulation of glial cell proliferation","10/1739","38/15151",0.263157894736842,2.29275748312702,2.8730478063852,0.00892277573246455,0.0740172945994209,0.0593203926812048,"ENSG00000146648/ENSG00000136244/ENSG00000027075/ENSG00000150630/ENSG00000186575/ENSG00000207971/ENSG00000181690/ENSG00000164690/ENSG00000207725/ENSG00000244405",10,"proliferation","Shared"
"GO:1902622","regulation of neutrophil migration","10/1739","38/15151",0.263157894736842,2.29275748312702,2.8730478063852,0.00892277573246455,0.0740172945994209,0.0593203926812048,"ENSG00000111913/ENSG00000145147/ENSG00000078401/ENSG00000115310/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000115008/ENSG00000166086/ENSG00000169429",10,"migration","Shared"
"GO:0014841","skeletal muscle satellite cell proliferation","6/1739","17/15151",0.352941176470588,3.07499238913507,3.08228958644292,0.00914856678857895,0.0745818505149382,0.0597728501613144,"ENSG00000080986/ENSG00000138685/ENSG00000096968/ENSG00000154188/ENSG00000114030/ENSG00000145794",6,"proliferation","Shared"
"GO:2000648","positive regulation of stem cell proliferation","11/1739","44/15151",0.25,2.17811960897067,2.81796726141964,0.00936367308194184,0.0756001540514211,0.0605889589637199,"ENSG00000049130/ENSG00000116132/ENSG00000128052/ENSG00000150630/ENSG00000138685/ENSG00000185630/ENSG00000124813/ENSG00000004487/ENSG00000114251/ENSG00000152661/ENSG00000081237",11,"proliferation","Shared"
"GO:0030593","neutrophil chemotaxis","14/1739","62/15151",0.225806451612903,1.96733384036061,2.74821896029916,0.0093800684617907,0.0756001540514211,0.0605889589637199,"ENSG00000124126/ENSG00000111913/ENSG00000145147/ENSG00000184588/ENSG00000078401/ENSG00000156234/ENSG00000092969/ENSG00000134215/ENSG00000107862/ENSG00000035664/ENSG00000109743/ENSG00000197635/ENSG00000166086/ENSG00000169429",14,"migration","Shared"
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","14/1739","62/15151",0.225806451612903,1.96733384036061,2.74821896029916,0.0093800684617907,0.0756001540514211,0.0605889589637199,"ENSG00000162733/ENSG00000140416/ENSG00000197442/ENSG00000078401/ENSG00000138685/ENSG00000081189/ENSG00000096968/ENSG00000178607/ENSG00000120063/ENSG00000064989/ENSG00000207725/ENSG00000152661/ENSG00000177606/ENSG00000107779",14,"proliferation","Shared"
"GO:0032944","regulation of mononuclear cell proliferation","34/1739","198/15151",0.171717171717172,1.49608215565662,2.53006319538183,0.0105359826639882,0.0831448757099709,0.0666355978455882,"ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000111913/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000177425/ENSG00000135046/ENSG00000104312/ENSG00000081189/ENSG00000184371/ENSG00000096968/ENSG00000197646/ENSG00000075711/ENSG00000185950/ENSG00000117586/ENSG00000125347/ENSG00000138814/ENSG00000125726/ENSG00000113494/ENSG00000071051/ENSG00000115904/ENSG00000149311/ENSG00000171552/ENSG00000168811/ENSG00000164690/ENSG00000134215/ENSG00000114423/ENSG00000109743/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",34,"proliferation","Shared"
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","14/1739","63/15151",0.222222222222222,1.93610631908504,2.68095144798266,0.0108196447625721,0.0835304518142265,0.0669446138132309,"ENSG00000162692/ENSG00000092421/ENSG00000184304/ENSG00000099250/ENSG00000128052/ENSG00000150630/ENSG00000135046/ENSG00000178607/ENSG00000151388/ENSG00000051382/ENSG00000118257/ENSG00000183287/ENSG00000168811/ENSG00000109458",14,"proliferation","Shared"
"GO:0071675","regulation of mononuclear cell migration","23/1739","122/15151",0.188524590163934,1.6425164264369,2.56571517815417,0.0111151207701326,0.0847335775266938,0.0679088464306842,"ENSG00000137801/ENSG00000259207/ENSG00000111913/ENSG00000182621/ENSG00000177119/ENSG00000145147/ENSG00000143322/ENSG00000108691/ENSG00000184371/ENSG00000172939/ENSG00000115310/ENSG00000149177/ENSG00000137845/ENSG00000156234/ENSG00000169398/ENSG00000120899/ENSG00000170962/ENSG00000168811/ENSG00000136141/ENSG00000114251/ENSG00000189403/ENSG00000106366/ENSG00000166086",23,"migration","Shared"
"GO:0017145","stem cell division","8/1739","28/15151",0.285714285714286,2.48927955310934,2.84017827810954,0.0111853101105911,0.0847335775266938,0.0679088464306842,"ENSG00000213626/ENSG00000182197/ENSG00000092969/ENSG00000124151/ENSG00000018408/ENSG00000171843/ENSG00000109906/ENSG00000244405",8,"proliferation","Shared"
"GO:0070661","leukocyte proliferation","45/1739","279/15151",0.161290322580645,1.40523845740043,2.46001299789371,0.0114712517643112,0.0855999376987471,0.0686031818003798,"ENSG00000115353/ENSG00000162692/ENSG00000049130/ENSG00000111913/ENSG00000075426/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000124479/ENSG00000134061/ENSG00000177425/ENSG00000135046/ENSG00000104312/ENSG00000081189/ENSG00000184371/ENSG00000096968/ENSG00000168685/ENSG00000197646/ENSG00000107338/ENSG00000134516/ENSG00000075711/ENSG00000185950/ENSG00000117586/ENSG00000125347/ENSG00000164251/ENSG00000138814/ENSG00000154822/ENSG00000125726/ENSG00000113494/ENSG00000071051/ENSG00000169398/ENSG00000115904/ENSG00000149311/ENSG00000171552/ENSG00000168811/ENSG00000164690/ENSG00000134215/ENSG00000114423/ENSG00000152661/ENSG00000109743/ENSG00000107798/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",45,"proliferation","Shared"
"GO:0097468","programmed cell death in response to reactive oxygen species","5/1739","13/15151",0.384615384615385,3.35095324457027,3.05344957755364,0.0115410561049597,0.0855999376987471,0.0686031818003798,"ENSG00000162733/ENSG00000105976/ENSG00000177425/ENSG00000114861/ENSG00000158828",5,"apoptosis","Shared"
"GO:0140131","positive regulation of lymphocyte chemotaxis","5/1739","13/15151",0.384615384615385,3.35095324457027,3.05344957755364,0.0115410561049597,0.0855999376987471,0.0686031818003798,"ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000120899/ENSG00000114251",5,"migration","Shared"
"GO:0061049","cell growth involved in cardiac muscle cell development","7/1739","23/15151",0.304347826086957,2.65162387179038,2.85426075693305,0.0120772974617609,0.0875179895249444,0.0701403845329128,"ENSG00000187955/ENSG00000154556/ENSG00000078401/ENSG00000151320/ENSG00000114861/ENSG00000163110/ENSG00000117152",7,"proliferation","Shared"
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","7/1739","23/15151",0.304347826086957,2.65162387179038,2.85426075693305,0.0120772974617609,0.0875179895249444,0.0701403845329128,"ENSG00000126785/ENSG00000048052/ENSG00000099250/ENSG00000128052/ENSG00000145632/ENSG00000135046/ENSG00000138685",7,"migration","Shared"
"GO:1900117","regulation of execution phase of apoptosis","7/1739","23/15151",0.304347826086957,2.65162387179038,2.85426075693305,0.0120772974617609,0.0875179895249444,0.0701403845329128,"ENSG00000078098/ENSG00000180370/ENSG00000171552/ENSG00000092871/ENSG00000164741/ENSG00000102468/ENSG00000137275",7,"apoptosis","Shared"
"GO:0002052","positive regulation of neuroblast proliferation","9/1739","34/15151",0.264705882352941,2.3062442918513,2.74561976570566,0.0123398965147352,0.0884640880162635,0.0708986253511416,"ENSG00000038427/ENSG00000172201/ENSG00000150630/ENSG00000064309/ENSG00000149295/ENSG00000138685/ENSG00000004487/ENSG00000164690/ENSG00000106571",9,"proliferation","Shared"
