"pathway","description","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO:0010269","response to selenium ion",0.730177316828371,0.97423550301904,0.0163938864855964,0.348215957348478,0.806472913240077,13,"SELENOV;SELENOM;IL13;SELENOW;GIP"
"GO:0010288","response to lead ion",0.946194225721785,1,0.019217433742683,-0.231012259806635,-0.639013981645098,19,"CAT;PTGS2;PLSCR1;CLDN1"
"GO:0010310","regulation of hydrogen peroxide metabolic process",0.544903310390036,0.892497339902577,0.0204436611910281,0.382509129291057,0.946083152719117,17,"MPV17L;RAC2;DUOXA1;PINK1;CTNS;DUOXA2"
"GO:0010324","membrane invagination",0.345803513337671,0.787974030530143,0.0418426681191335,-0.295319631880287,-1.05326704957993,58,"THBS1;ARHGAP25;XKR4;AURKB;DOCK1;CD36;ANO6;SNX33;RAB31;ITGAM;SNX18;MYH9;ITGA2;SNX9;C3"
"GO:0010332","response to gamma radiation",0.194108527131783,0.665756411876726,0.0558515993199052,-0.340164493356641,-1.1712316619216,48,"BRCA2;FANCD2;PRKDC;PTPRC;GPX1;SOD2;MYC;H2AX;XRCC2;LIG4;IL1A;PRKAA1;XRCC5;PML;BCL2L1;CDKN1A"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle",0.00434683580521818,0.113178347578348,0.407017918923954,-0.382406976107383,-1.50599915664743,102,"CDC25C;AURKB;CCNB1;AURKA;CDK1;PLK1;DTL;CDK6;NBN;CDC25A;DBF4B;KCNH5;RNASEH2B;TICRR;PKMYT1;BRCA1;CDK2;BARD1;KIF14;CHEK1;CDC6;CENPF;RAD50;PBX1;BABAM2;CCND1;CDC25B;FBXO5;ETAA1"
"GO:0010421","hydrogen peroxide-mediated programmed cell death",0.0330658886457574,0.359722386347327,0.123095330850962,-0.634342239242063,-1.56527808258249,12,"DDR2;MET;PAWR;FOXP1"
"GO:0010447","response to acidic pH",0.579549114331723,0.910095441105777,0.0192424674758377,0.350069521227353,0.915742202236251,22,"GPR4;CTSS;ASIC1;TRPV1;SERPINF1;GIP;RAB11B;PKD2L1"
"GO:0010453","regulation of cell fate commitment",0.465790666062528,0.856784972020557,0.0216073044203921,0.336054581262842,0.997036178040348,40,"GDF3;IL12RB1;IL23R;BMP4;LMO4;IL23A;CD69"
"GO:0010454","negative regulation of cell fate commitment",0.2484804279115,0.717832049358261,0.0427718921296353,-0.480125987753078,-1.1847400961445,12,"DKK1;LGALS1;NKX6-2;LOXL3"
"GO:0010455","positive regulation of cell fate commitment",0.448123620309051,0.847229187652257,0.0240981129539853,0.451974823120655,1.02549407174621,12,"IL12RB1;IL23R;IL23A"
"GO:0010457","centriole-centriole cohesion",0.0648078372268274,0.465119637689344,0.0887403498066145,-0.557908712976831,-1.45811152042931,15,"NEK2;KIF3A;SGO1;CCDC102B;CEP135;CNTLN;CEP68;CTNNB1;RTTN;CEP250;ODF2"
"GO:0010458","exit from mitosis",0.0307950727883539,0.34663740892016,0.137111915255226,-0.484971740841022,-1.50512533573509,30,"UBE2C;BIRC5;NFIB;CDCA5;ANLN"
"GO:0010460","positive regulation of heart rate",0.509421807054276,0.876308763087631,0.0212135308745268,0.371657815047165,0.964422181861565,21,"ADRB1;HEY2;EDN2;RYR2;ADM2;SCN3B;GCH1"
"GO:0010463","mesenchymal cell proliferation",0.251472587222474,0.718387703938236,0.0322849878496221,0.387265808999442,1.14897413580715,40,"FGF7;BMP7;WNT11;GPC3;IHH;KDR;DCHS1;SHH;BMP4"
"GO:0010464","regulation of mesenchymal cell proliferation",0.767559943582511,0.984215362249567,0.0235996196235422,-0.26245113668846,-0.820448175193462,31,"NFIB;PRRX1;ARHGAP5;TGFBR2;SYNE1;STAT1;FOXF1"
"GO:0010466","negative regulation of peptidase activity",0.258558558558559,0.723575754959261,0.0287776612361341,0.310866583465333,1.10985310204899,134,"PI16;SPINK2;MAGEA3;LAMP3;COL6A3;GPC3;SLPI;SERPINF2;GAS6;SERPINI1;WFDC5;SERPING1;NGF;CPAMD8;AMBP;WFDC13;SPINK5;WFDC3;CST6;SPINT1;TIMP3;AQP1;WFDC12;CST3;IFI6;SPINK9;SPOCK2;SERPINB9;SERPINE3;CD109;A2ML1;SERPINF1;PCSK1N;MMP9"
"GO:0010469","regulation of signaling receptor activity",0.0264705882352941,0.322406181015453,0.104084546739236,0.43577412713554,1.43786439844589,76,"SHISA6;CBLC;GSG1L;CACNG7;SHANK1;RAMP3;CLEC12B;NOG;CACNG4;CGA;PPARG;ACE2;PATE1;SHISA8;PATE4;PCSK9;CACNG8;IL10;ARC;JAK2;P2RY1;PLAU;PPARA;ADRA2A"
"GO:0010470","regulation of gastrulation",0.964125560538117,1,0.0122658885086364,0.234783046513499,0.564153153410515,15,"HNF4A;TENM4;LHX1;NODAL"
"GO:0010506","regulation of autophagy",1,1,0.00513879070184223,0.17125705077665,0.668849338742131,358,"RUFY4;CERS1;LZTS1;DEPTOR;MAGEA3;SLC35D3;LAMP3;DAPL1;IRGM;MAPK15;ATP6V0D2;NOD2;ADRB2;ATP6V1C2;RFPL2;WIPI1;KDR;IL10RA;RNF152"
"GO:0010507","negative regulation of autophagy",0.887385540522072,1,0.0106044340168661,0.229039667750217,0.775721450570881,90,"LZTS1;MAGEA3;DAPL1;IL10RA;NPC1;RASIP1;IL10"
"GO:0010508","positive regulation of autophagy",0.947521130314116,1,0.00830670771623662,0.209468771714438,0.760694113012498,157,"RUFY4;CERS1;DEPTOR;SLC35D3;IRGM;NOD2;ADRB2;RFPL2;WIPI1;KDR;RNF152"
"GO:0010517","regulation of phospholipase activity",0.58761003155622,0.911770997171696,0.0194999066997947,0.379617062905675,0.912170475283278,15,"PLA2R1;CCL5;FGFR2"
"GO:0010522","regulation of calcium ion transport into cytosol",0.723770907247846,0.97313254646588,0.0228204242028808,-0.308066185921606,-0.818572013658907,16,"CAV1;P2RX7;ASPH;PML;P2RX3;P2RX4"
"GO:0010524","positive regulation of calcium ion transport into cytosol",0.723409542743539,0.97313254646588,0.0225166094316896,-0.323495247752863,-0.813799852323046,13,"CAV1;P2RX7;ASPH"
"GO:0010526","retrotransposon silencing",0.0590979782270607,0.451140241085122,0.0726386507219513,0.509644200059464,1.42982137853884,30,"TEX19;C19orf84;TDRD5;MORC1;TEX15;SPOCD1;PIWIL2;APOBEC3H"
"GO:0010543","regulation of platelet activation",0.155929177205773,0.620275605118289,0.0421765391127642,0.409203945840813,1.23955039929768,45,"NOS3;TEC;GP6;CEACAM1;PLEK;SELP"
"GO:0010544","negative regulation of platelet activation",0.263192395935759,0.724177766100166,0.0329889785720029,0.472137489781452,1.16776644175057,17,"NOS3;CEACAM1"
"GO:0010559","regulation of glycoprotein biosynthetic process",0.584230433517603,0.910467170533186,0.0287866286767462,-0.284491998367833,-0.92611101087136,37,"SLC2A10;BACE2;PLCB1;PAWR;GATA1;IL15"
"GO:0010560","positive regulation of glycoprotein biosynthetic process",0.663779527559055,0.950524220262037,0.0247999400372046,-0.311228394148561,-0.860903639972833,19,"SLC2A10;PLCB1;PAWR;IL15"
"GO:0010561","negative regulation of glycoprotein biosynthetic process",0.0947696737044146,0.539359864794322,0.0711887468782548,-0.586929551561786,-1.41358722540427,11,"SLC2A10;BACE2"
"GO:0010563","negative regulation of phosphorus metabolic process",0.928787526181057,1,0.00725587147995877,0.210368981761781,0.804997902686704,275,"INSM1;IER3;CDA;SFN;DEPTOR;TRIB1;CBLC;RD3;CEACAM1;CBFA2T3;PLEK;PKIB;SRCIN1;CDKN1C;DUSP10;MLXIPL;PIP5KL1;STAP1;PAQR3;CDK5RAP3;SOCS1;PRKCH;CD300A;RASIP1;GCKR;AGT;MAPT;MIR132;BMP2"
"GO:0010565","regulation of cellular ketone metabolic process",0.416986769099445,0.829712774209455,0.0438558043137023,-0.247535038677669,-1.00698350441275,124,"DAB2;CAV1;NR1H4;ABCB11;CNR1;IRS1;STARD4;PDK1;BHMT;SLC7A11;MTLN;ACACB;BRCA1;PDK4;TWIST1;PTGS2;CPT1A;INSIG2;NCOR2"
"GO:0010566","regulation of ketone biosynthetic process",0.760282944720985,0.981793467440867,0.0225658127229911,-0.287648283483668,-0.807340514975012,20,"DAB2"
"GO:0010569","regulation of double-strand break repair via homologous recombination",0.0803284541235273,0.501219985592133,0.0951997347571879,-0.333382557632607,-1.26339285746266,80,"RAD51AP1;POLQ;PLK1;FIGNL1;NBN;YEATS4;CHEK1;PARPBP;ACTB;BRD8;RAD51;SKP2;FANCB;RNF126;ZNF365"
"GO:0010572","positive regulation of platelet activation",0.239392894101414,0.708118120172386,0.0359438339015201,0.55823047688904,1.21536121939356,10,"PLEK;SELP;GP5;JAK2"
"GO:0010573","vascular endothelial growth factor production",0.210648821646785,0.680372824975343,0.051659256956254,-0.36018797279341,-1.17252523621461,37,"IL6;CYP1B1;IL6R;RELA;IL6ST;BRCA1;NOX1;SULF1;PTGS2;C5AR1;C3;HIF1A;NDRG2;IL1A"
"GO:0010574","regulation of vascular endothelial growth factor production",0.289458525345622,0.74571399300423,0.0431731179875694,-0.344195828584116,-1.1010631944297,34,"IL6;CYP1B1;RELA;IL6ST;BRCA1;NOX1;SULF1;PTGS2;C5AR1;C3;HIF1A;NDRG2;IL1A"
"GO:0010575","positive regulation of vascular endothelial growth factor production",0.272396416573348,0.731310113837549,0.0439556423350473,-0.362044506021491,-1.12361672400057,30,"IL6;CYP1B1;RELA;IL6ST;BRCA1;NOX1;SULF1;PTGS2;C5AR1;C3;HIF1A;IL1A"
"GO:0010586","miRNA metabolic process",0.188146380270485,0.65541674128877,0.0647833742605669,-0.285657093081711,-1.12955771716752,104,"ATOH8;IL6;NFIB;ETS1;RELA;VEGFA;GATA6;DDX17;EGFR;TWIST1;WT1;AR;NCOR2;FGF2;DDX5;NOTCH3;APLN;RARA;MYC;NOTCH2;NEAT1;SMAD3;HIF1A;SOX9;TGFB2;GATA3;ESR1;TUT4"
"GO:0010587","miRNA catabolic process",0.794381838967826,0.996089011214862,0.0148266830348786,0.305119977758662,0.764089214400192,18,"XIST;ELOC;LIN28A"
"GO:0010591","regulation of lamellipodium assembly",0.509866511897853,0.876308763087631,0.0312542145615791,-0.298588207918403,-0.965716531829287,36,"PLCE1;EPHA2;PLXNB3;SLIT2;FRMD7;ABI2;HSP90AA1;PIK3R1;FSCN1"
"GO:0010592","positive regulation of lamellipodium assembly",0.753383865728208,0.981148516586628,0.0232356342171485,-0.274026586915497,-0.823758111349644,26,"PLCE1;FRMD7;ABI2;HSP90AA1;PIK3R1;FSCN1;CYFIP1;WASF2;AUTS2"
"GO:0010594","regulation of endothelial cell migration",0.0157728706624606,0.24838572748038,0.265216893779997,-0.315303984813531,-1.33161215168559,173,"THBS1;ATOH8;ITGB3;EDN1;RHOJ;VEGFC;PRKD1;TMSB4X;ANXA3;STARD13;ETS1;ANXA1;MIR2355;RIN2;AMOT;HDAC9;VEGFA;EMP2;MET;ANGPT1;PLK2;GPI;EPHA2;MIR221;NRP1;MIR30A;SLIT2;SRPX2;EFNA1;HSPB1;SPRED1;STC1;PIK3CD;HMOX1;PTGS2;MIR10B;FOXP1;ADGRA2;MEF2C;FGF2;TBXA2R;FUT1;MIR210;MIR505;ADAMTS9;HMGB1;SCARB1"
"GO:0010595","positive regulation of endothelial cell migration",0.0018070120108047,0.0611153851190977,0.45505986738723,-0.401780912213636,-1.60490111886524,110,"THBS1;ATOH8;ITGB3;EDN1;RHOJ;VEGFC;PRKD1;TMSB4X;ANXA3;ETS1;ANXA1;RIN2;AMOT;HDAC9;VEGFA;MET;ANGPT1;PLK2;GPI;MIR221;NRP1;MIR30A;SRPX2;HSPB1;PIK3CD;HMOX1;PTGS2;MIR10B;FOXP1;ADGRA2;FGF2;FUT1;MIR210;HMGB1;SCARB1"
"GO:0010596","negative regulation of endothelial cell migration",0.455831408775982,0.851198465963567,0.0212380808461584,0.316801088104687,1.00303936336397,58,"RGCC;APOH;CXCL13;ADGRB1;PTPRM;PPARG;MAP2K5;DLL4;ANGPT4;ACVRL1;MIR132;MIR212;SERPINF1;JUP;MIR361;MMRN2"
"GO:0010611","regulation of cardiac muscle hypertrophy",0.542553191489362,0.891614956007712,0.0320771367626586,-0.273292342264885,-0.952412179863541,52,"EDN1;LMCD1;MIR199B;CAMK2D;ACACB;IL6ST;AKAP6;FOXP1;G6PD;FOXO1;SMAD3;PPP3CA;LMNA;P2RX4;MIR25;RGS4"
"GO:0010612","regulation of cardiac muscle adaptation",0.426294137812821,0.836335263783206,0.0250787012305676,0.467802658563163,1.04215425494243,11,"MLIP;PPARG;TRPC3"
"GO:0010613","positive regulation of cardiac muscle hypertrophy",0.377393617021277,0.807324897455933,0.0354848730992511,-0.355620233096112,-1.05014265737814,24,"EDN1;CAMK2D;IL6ST;AKAP6"
"GO:0010614","negative regulation of cardiac muscle hypertrophy",0.47603279722485,0.863123402044561,0.0219410805210976,0.360666681471633,0.98751052548617,27,"PI16;MLIP;PPARG"
"GO:0010623","programmed cell death involved in cell development",0.728902953586498,0.97423550301904,0.0233460402809052,-0.287542907442639,-0.82901686149716,22,"KITLG;UNC5C;PRKDC;YBX3;FGF2"
"GO:0010624","regulation of Schwann cell proliferation",0.0599429115128449,0.452016107760212,0.0898202850323628,-0.637850978779055,-1.49688800252447,10,"GFAP;MIR221;MIR222;NF2"
"GO:0010631","epithelial cell migration",0.508276899924755,0.876308763087631,0.0365110590073531,-0.251628235910076,-0.974514479465589,92,"KITLG;TACR1;DOCK1;ANLN;MCC;ZEB2;MIR130A;ARHGAP5;TGFBR2;PFN2;MIR221;MIR222;HAS2;IL4;KANK2;ITGA3;KANK1;PTPRR;ITGA2;DOCK5;GDF6;ADAM9;RTN4;HIF1A;SOX9;TGFB2"
"GO:0010632","regulation of epithelial cell migration",0.406010016694491,0.823866105428696,0.0387843992887662,-0.279968907533844,-1.01886116639417,65,"TACR1;DOCK1;MCC;MIR130A;ARHGAP5;TGFBR2;PFN2;MIR221;MIR222;HAS2;IL4;ITGA3;PTPRR;ITGA2;DOCK5;ADAM9;RTN4;HIF1A;SOX9;TGFB2;GLIPR2;MAPRE2;CTSH"
"GO:0010633","negative regulation of epithelial cell migration",0.475641025641026,0.862948717948718,0.0302358693091482,-0.36328416976177,-0.980011263417307,17,"MCC;MIR130A;PFN2;IL4;PTPRR"
"GO:0010634","positive regulation of epithelial cell migration",0.520877781164279,0.880976674046267,0.0317823370906005,-0.283503568852422,-0.959433816314397,45,"TACR1;DOCK1;ARHGAP5;TGFBR2;MIR221;MIR222;HAS2;ITGA3;ITGA2;DOCK5;ADAM9;RTN4;HIF1A;SOX9;TGFB2;GLIPR2;MAPRE2;CTSH"
"GO:0010635","regulation of mitochondrial fusion",0.93903457491231,1,0.0127328330834188,0.258807682760128,0.609888466881687,14,"MUL1;BNIP3;ZDHHC6;PLD6;VAT1;ADCK1;OMA1;TFRC"
"GO:0010639","negative regulation of organelle organization",0.00150963921862695,0.0544401994766583,0.45505986738723,-0.296594236521214,-1.34805096408279,355,"TMSB4Y;MID1;CDCA8;TTK;AURKB;BIRC5;CAPZA3;SPC25;TOP2A;SPC24;ARPIN;CCNB1;ZWINT;CDC20;NDC80;TMSB4X;DIAPH3;TPX2;SKA3;MAP2;KNL1;ESPL1;NAV3;NUF2;PLK1;PIF1;CGNL1;BUB1B;SPTBN1;MET;BUB1;HASPIN;NBN;CDH5;PFN2;MYADM;MAP1B;BRCA1;LRRK2;SLIT2;INCENP;MDM1;CHEK1;FXN;CTNNA2;TRIOBP;XRCC1;SPDL1;TOM1L1;CKAP2;KANK2;CENPF;RBM14;GPX1;FGF13;FRMD7;CAPZA1;PHLDB2;RAD50;KANK1;CENATAC;HSPA1A;TCHP;TRIP13;ARHGAP6;MAD2L1;PRRT2;STN1;FEZ2;LIF;RHPN2;RDX;FBXO5"
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway",0.668384602995652,0.951938540767057,0.0171309262252782,0.330275466391182,0.857038310554315,21,"APOD;F7;PTGIR;HIP1R"
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway",0.500342817963661,0.875115981138952,0.0224730382680638,0.439990002962717,0.980194202247813,11,"APOD;PTGIR"
"GO:0010644","cell communication by electrical coupling",0.179649992256466,0.646709537232793,0.0398362991887894,0.43738722311275,1.23585886023251,31,"TBX5;GJB6;CASQ2;TRDN;GJB2;RYR2;GJA5"
"GO:0010649","regulation of cell communication by electrical coupling",0.404392338177015,0.823043382254847,0.0253363829372155,0.429012287242589,1.04639731948924,16,"TBX5;CASQ2;TRDN"
"GO:0010656","negative regulation of muscle cell apoptotic process",0.0999110584049807,0.541427247451344,0.0536865909405767,0.431954633711871,1.31418588300221,46,"APOH;BMP7;NKX2-5;PAX8;HEY2;MAP2K5;MDK;LYPD3;JAK2;GCH1;SIRT4;IGF1"
"GO:0010657","muscle cell apoptotic process",0.180702732849972,0.646709537232793,0.037396361434556,0.356687413388992,1.18365998668442,79,"APOH;BMP7;CAMK2A;NKX2-5;PAX8;PPARG;HEY2;PDE1A;MAP2K5;MAP3K5;MDK;LYPD3;IL12A;JAK2;GCH1;SIRT4;IGF1"
"GO:0010658","striated muscle cell apoptotic process",0.17905102954342,0.646709537232793,0.0390777501597469,0.405162003705007,1.21738954993535,43,"BMP7;CAMK2A;NKX2-5;PAX8;HEY2;MAP3K5;MDK;JAK2;GCH1;SIRT4"
"GO:0010659","cardiac muscle cell apoptotic process",0.353269898806827,0.788796910393999,0.0261135589237609,0.360798490118053,1.07044857498512,40,"CAMK2A;NKX2-5;PAX8;HEY2;MAP3K5;MDK;JAK2;GCH1;SIRT4"
"GO:0010660","regulation of muscle cell apoptotic process",0.135393258426966,0.588955633455203,0.0441824649861948,0.376024916391195,1.23570445959751,74,"APOH;BMP7;CAMK2A;NKX2-5;PAX8;PPARG;HEY2;PDE1A;MAP2K5;MAP3K5;MDK;LYPD3;IL12A;JAK2;GCH1;SIRT4;IGF1"
"GO:0010661","positive regulation of muscle cell apoptotic process",0.906654052349417,1,0.012404926464497,0.250900755400583,0.686969852051592,27,"CAMK2A;PPARG;MAP3K5;IL12A"
"GO:0010662","regulation of striated muscle cell apoptotic process",0.1241348179356,0.577466724131875,0.0481276908996666,0.432134870140946,1.28730489384547,41,"BMP7;CAMK2A;NKX2-5;PAX8;HEY2;MAP3K5;MDK;JAK2;GCH1;SIRT4"
"GO:0010663","positive regulation of striated muscle cell apoptotic process",0.688418430884184,0.95682977160777,0.0233460402809052,-0.327338499106728,-0.841024349384421,14,"CAMK2D;GATA6"
"GO:0010664","negative regulation of striated muscle cell apoptotic process",0.0208136234626301,0.28325593078752,0.124978791119589,0.572680808273579,1.56800823299384,27,"BMP7;NKX2-5;PAX8;HEY2;MDK;JAK2;GCH1;SIRT4"
"GO:0010665","regulation of cardiac muscle cell apoptotic process",0.263357619914997,0.724177766100166,0.0314937389273168,0.389580226483273,1.14550213058298,38,"CAMK2A;NKX2-5;PAX8;HEY2;MAP3K5;MDK;JAK2;GCH1;SIRT4"
"GO:0010666","positive regulation of cardiac muscle cell apoptotic process",0.688418430884184,0.95682977160777,0.0233460402809052,-0.327338499106728,-0.841024349384421,14,"CAMK2D;GATA6"
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process",0.0619993591797501,0.457901714700506,0.0719516678892624,0.536823104052299,1.42981291589585,24,"NKX2-5;PAX8;HEY2;MDK;JAK2;GCH1;SIRT4"
"GO:0010669","epithelial structure maintenance",0.149759950441381,0.614338121681931,0.0441065180734917,0.449345339307516,1.26964709882305,31,"CRACD;RBP4;NOD2;MUC2;IL10RA;INAVA;MUC13;MUC4;ILDR1;PKP3;VSIG1"
"GO:0010712","regulation of collagen metabolic process",0.423247559893523,0.834241727691468,0.0353110109440216,-0.306934195928328,-1.01430055399348,40,"DDR2;VIM;IL6;SERPINB7;IL6R;ENG;FAP;MIR218-1"
"GO:0010713","negative regulation of collagen metabolic process",0.648954405210833,0.945434323002914,0.0184851347670087,0.386681214603148,0.861434764699109,11,"NPPC;CYGB;CST3;CYP7A1;MIR29A"
"GO:0010714","positive regulation of collagen metabolic process",0.530590146182999,0.885630752571738,0.0292244316056432,-0.316329908138814,-0.950927173253419,26,"DDR2;VIM;SERPINB7;ENG"
"GO:0010715","regulation of extracellular matrix disassembly",0.12509419743783,0.577466724131875,0.0630517909580997,-0.507699649932314,-1.32688859533007,15,"DDR2;IL6;FAP;DPP4;FSCN1;LRP1"
"GO:0010717","regulation of epithelial to mesenchymal transition",0.899773725542393,1,0.00998954966358631,0.223664172370849,0.774936893910836,107,"TBX5;RGCC;BMP7;OVOL2;NOG;OLFM1;TIAM1;BMP4;AXIN2;MDK;TNXB;AGT;LRG1;NKX2-1;HPN;BMP2"
"GO:0010718","positive regulation of epithelial to mesenchymal transition",0.83666087962963,1,0.0123213742146771,0.249972407944989,0.782772854982015,54,"RGCC;BMP7;OLFM1;TIAM1;BMP4;AXIN2;MDK;TNXB;AGT;LRG1;BMP2;ACVR1;JAG1;ADAM8;SDCBP;TCF7L2"
"GO:0010719","negative regulation of epithelial to mesenchymal transition",0.690241718889884,0.95698241115259,0.0155515460998865,0.286877702233606,0.861980920261554,43,"TBX5;OVOL2;NOG"
"GO:0010721","negative regulation of cell development",0.43454071969697,0.84017744495155,0.0189453625516487,0.267883176414753,1.01498862101662,244,"NPPC;DLL3;NRARP;PAEP;DTX1;BMP7;TRIB1;DAB1;DRAXIN;NFATC4;CEACAM1;CDH1;NOG;LRP4;IHH;RFLNB;PITX3;SEMA5A;ABCC8;INPP5D;MAFB;SPP1;KIAA0319;SHH;DUSP10;HLA-G;CTLA4;BMP4;SEMA6D;SOCS1;TMEM176B;TMEM176A;MDK;IFNB1;CD74;LHX2;B2M"
"GO:0010737","protein kinase A signaling",0.820997375328084,1,0.0213864249493418,-0.276545338119016,-0.764965191738049,19,"FBN1;AKAP7;AKAP5;RDX;PJA2;ADGRV1;FSHR;ADISSP;NRXN1"
"GO:0010738","regulation of protein kinase A signaling",0.350618458610847,0.788492692463928,0.0347045752570053,-0.464901132798001,-1.0910149097481,10,"AKAP7;AKAP5;PJA2;ADGRV1;FSHR;ADISSP;NRXN1"
"GO:0010742","macrophage derived foam cell differentiation",0.884311599814155,1,0.0125067336054166,0.254464785369458,0.719002620556522,31,"ABCG1;PPARG;SOAT2;PRKCH;ALOX15B;AGT;PLA2G10;PPARA"
"GO:0010743","regulation of macrophage derived foam cell differentiation",0.738224147265837,0.976166923568813,0.0235639219698724,-0.277337856287649,-0.833712200238893,26,"ITGB3;IL18;CD36"
"GO:0010744","positive regulation of macrophage derived foam cell differentiation",0.81512182868626,1,0.0208177893933056,-0.286622379200399,-0.749096372585804,15,"IL18;CD36"
"GO:0010745","negative regulation of macrophage derived foam cell differentiation",0.827015355086372,1,0.0198942585004102,-0.300249989453823,-0.723135422965684,11,"ITGB3"
"GO:0010752","regulation of cGMP-mediated signaling",0.160781624957148,0.629326006383622,0.0448553253356751,0.585536083256561,1.30443662390122,11,"NPPC;NHERF4;PDE2A;MTNR1B;RUNDC3A;PDE11A;NPR1;GUCA1A"
"GO:0010755","regulation of plasminogen activation",0.605052848672338,0.919063635450806,0.0260553929502849,-0.328503397183927,-0.898351065862265,18,"THBS1;SERPINE2;ENO1"
"GO:0010758","regulation of macrophage chemotaxis",0.269023462270133,0.729325112695247,0.0319176135859475,0.42453454950352,1.15147423352919,26,"TRPV4;CMKLR1;MTUS1;RARRES2;STAP1;MDK;MMP28;CCL5;C3AR1"
"GO:0010759","positive regulation of macrophage chemotaxis",0.501224889759922,0.87530134088279,0.0216835253664191,0.389911837513716,0.976427147772146,18,"TRPV4;CMKLR1;RARRES2;MDK;CCL5;C3AR1"
"GO:0010761","fibroblast migration",0.212752114508783,0.683662185346706,0.0545603266717044,-0.328028293447875,-1.14648701100286,53,"THBS1;DDR2;ITGB3;ARID5B;ZEB2;SDC4;ACTA2"
"GO:0010762","regulation of fibroblast migration",0.0196250732278852,0.27693158888238,0.17632375173773,-0.472981412967134,-1.54664587670989,38,"THBS1;DDR2;ITGB3;ZEB2;SDC4;ACTA2"
"GO:0010763","positive regulation of fibroblast migration",0.00846824408468244,0.17795497101696,0.248832632022043,-0.687595967719213,-1.76662675783166,14,"THBS1;DDR2;ITGB3;ACTA2"
"GO:0010764","negative regulation of fibroblast migration",0.961775797051766,1,0.0127613070263102,0.241515882534405,0.538040560505752,11,"CYGB;HYAL2;HAS1"
"GO:0010765","positive regulation of sodium ion transport",0.697098707032482,0.959792411975598,0.0162085842354694,0.307592704592257,0.842193218703242,27,"FXYD4;WNK2;NKX2-5;SCN5A;WNK3;FXYD7;SCN3B;ATP1B1"
"GO:0010766","negative regulation of sodium ion transport",0.282440846824408,0.738488920969727,0.040349788069391,-0.445841533037949,-1.14549185712964,14,"CAMK2D;SERPINE2;NEDD4;ATP1A2"
"GO:0010770","positive regulation of cell morphogenesis",0.81280637254902,1,0.013571202149471,0.269337327131589,0.778370166969847,35,"CAMK2B;TIAM1;LRP8;CDKL3;FZD4;CAPRIN2;CDKL5;CUX2;DHX36;ITPKA"
"GO:0010799","regulation of peptidyl-threonine phosphorylation",0.736424649176327,0.975496997252999,0.0149339185557118,0.284672073717974,0.828628183561999,36,"CEMIP;IRGM;STOX1;WNK3"
"GO:0010800","positive regulation of peptidyl-threonine phosphorylation",0.491737526070913,0.869997161510077,0.021703931424114,0.370255318572126,0.978369223126535,23,"CEMIP;IRGM;STOX1;WNK3"
"GO:0010801","negative regulation of peptidyl-threonine phosphorylation",0.97275429326288,1,0.0120505955780305,0.221919213030224,0.541279764154355,16,"DMTN;SPRY2;SMAD7;CADM4;PPEF2;SPRED2;INPP5K;CALM3;SIRT2"
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",0.180560131795717,0.646709537232793,0.0599454721514683,-0.327206555538907,-1.17196604138973,60,"TNFRSF11B;CASP4;NR1H4;MIR125B1;TRAIP;MIR130A;GSTP1;CLDN18;ZNF675;TNFAIP3;HSPA1A;CARD16;CASP1;LAPTM5"
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway",0.323858977862804,0.771293986414391,0.0393579006834084,-0.353202300494772,-1.08120606625975,28,"TNFRSF11B;NR1H4;MIR125B1;TRAIP;MIR130A;GSTP1;CLDN18;ZNF675"
"GO:0010807","regulation of synaptic vesicle priming",0.177751114158382,0.645456809085785,0.0424257895952613,0.574706667884069,1.28031123448243,11,"SYP;STX1B;STXBP1;SYNGR3"
"GO:0010810","regulation of cell-substrate adhesion",0.00292814404924431,0.0877241924906937,0.431707695803346,-0.319608000945651,-1.36943879231451,195,"CCN1;THBS1;DAB2;ITGB3;ABI3BP;COL8A1;EPHA3;LIMCH1;NDNF;DOCK1;FN1;CDK6;RIN2;CCDC80;CD36;VEGFA;EMP2;RAC3;PTPRO;MYADM;SDC4;NRP1;HAS2;PLEKHA2;DUSP3;FBLN1;TRIOBP;FOXF1;MMP14;THY1;SFRP1;ACTN4;FERMT2;ITGA3;BST1;CDH13;PHLDB2;FUT1;KANK1;HOXA7;CX3CL1;EGFLAM;CSF1;DOCK5;ARHGAP6;UTRN;S100A10;NF2;HACD1;ONECUT1;PRKCZ;EDIL3;PIK3R1;COL16A1;SMAD3"
